sampleID	D6.6_SU-KIDNEY	D7.6_REACTOME-INITIAL-TRIGGERING-OF-COMPLEMENT	D9.6_BIOCARTA-KREB-PATHWAY	D12.7_SABATES-COLORECTAL-ADENOMA-SIZE-UP	D8.2_FARMER-BREAST-CANCER-CLUSTER-5	D11.11_ACUTE-INFLAMMATORY-RESPONSE	D10.6_AIGNER-ZEB1-TARGETS	D7.1_chryp11
TCGA-CZ-4863-01A-01R-1503-07	1.371791e-01	3.639724e-01	0	1.117328e+00	9.646993e-01	0	0	6.270098e+00
TCGA-CZ-4864-11A-01R-1503-07	1.677535e+00	1.647193e-01	2.123514e+00	2.962700e-01	5.641894e-01	0	1.774260e+00	1.233240e+00
TCGA-CZ-4864-01A-01R-1503-07	0	2.228789e-01	5.017874e-02	1.153960e+00	1.125651e+00	0	0	7.039379e+00
TCGA-CZ-4865-11A-01R-1503-07	6.765979e-01	0	2.285085e+00	1.586646e-01	9.978501e-01	0	3.120918e+00	9.067716e-01
TCGA-CZ-4865-01A-02R-1503-07	2.592418e-01	8.256567e-01	2.228318e-01	3.926398e-01	2.018266e+00	2.484949e-02	5.222879e-01	4.592585e+00
TCGA-CZ-4866-01A-01R-1503-07	2.000691e-01	7.511108e-01	4.632448e-01	1.215012e+00	4.260920e-01	0	7.136061e-02	6.434962e+00
TCGA-CZ-5451-11A-01R-1503-07	1.703448e+00	0	2.472184e+00	1.668210e-01	4.513861e-01	0	1.943992e+00	9.704402e-01
TCGA-CZ-5451-01A-01R-1503-07	1.016932e-01	2.450064e-01	2.165445e-01	5.871094e-01	9.230120e-01	0	0	6.694356e+00
TCGA-CZ-5452-11A-01R-1503-07	7.764823e-01	0	2.697176e+00	2.174047e-01	3.172402e-01	0	3.373253e+00	1.074032e+00
TCGA-CZ-5452-01A-01R-1503-07	0	1.207090e+00	0	1.210433e+00	7.607933e-01	0	0	6.135373e+00
TCGA-CZ-5453-11A-01R-1503-07	9.271045e-01	0	2.480266e+00	2.740297e-02	6.915940e-01	0	3.016081e+00	1.591372e+00
TCGA-CZ-5453-01A-01R-1503-07	1.733689e-01	0	5.630615e-01	5.543784e-01	1.075105e+00	0	4.910878e-02	5.013240e+00
TCGA-CZ-5454-11A-01R-1503-07	7.798879e-01	0	2.509360e+00	3.311195e-01	4.994015e-01	0	3.219061e+00	1.137623e+00
TCGA-CZ-5454-01A-01R-1503-07	0	5.812317e-01	4.630221e-01	1.153718e-01	1.862324e+00	0	0	6.234448e+00
TCGA-CZ-5455-11A-01R-1503-07	5.918401e-01	0	2.790750e+00	0	5.794572e-01	0	3.333069e+00	1.074857e+00
TCGA-CZ-5455-01A-01R-1503-07	0	5.089664e-01	1.335416e-01	4.922930e-01	1.452401e+00	1.891743e-02	8.654765e-02	7.427390e+00
TCGA-CZ-5456-11A-02R-1503-07	5.326063e-01	0	2.891103e+00	2.017613e-01	3.780858e-01	0	3.389849e+00	0
TCGA-CZ-5456-01A-01R-1503-07	0	1.511150e+00	3.276411e-01	1.540113e-01	2.220826e+00	7.633195e-02	1.531550e-01	5.200375e+00
TCGA-CZ-5457-11A-01R-1503-07	4.595087e-01	1.699493e-01	2.640095e+00	2.099988e-01	5.541494e-01	0	3.240945e+00	9.496354e-01
TCGA-CZ-5457-01A-01R-1503-07	3.833307e-02	3.654397e-01	3.758618e-01	1.823150e-01	1.500625e+00	0	0	6.232205e+00
TCGA-CZ-5458-11A-01R-1503-07	6.818429e-01	0	2.833557e+00	5.749406e-02	3.099199e-01	0	3.464456e+00	9.846364e-01
TCGA-CZ-5458-01A-01R-1503-07	1.448362e-01	5.560301e-01	2.859051e-01	3.910450e-01	1.511575e+00	0	5.545474e-01	5.954276e+00
TCGA-CZ-5459-01A-01R-1503-07	1.665686e-01	9.092774e-01	3.306341e-01	7.107966e-01	1.548349e+00	7.279906e-02	3.054179e-01	4.662027e+00
TCGA-CZ-5460-01A-01R-1503-07	0	8.308259e-01	1.850666e-01	8.535013e-01	1.264732e+00	0	0	5.397187e+00
TCGA-CZ-5461-11A-01R-1503-07	1.334361e+00	0	2.416901e+00	0	5.949542e-01	0	2.592787e+00	1.512845e+00
TCGA-CZ-5461-01A-01R-1503-07	0	6.147474e-01	2.667741e-01	0	2.145642e+00	0	3.362574e-01	6.175640e+00
TCGA-CZ-5462-11A-01R-1503-07	9.110586e-01	6.988990e-02	2.655735e+00	1.432191e-01	5.649517e-02	0	2.967236e+00	2.077844e+00
TCGA-CZ-5462-01A-01R-1503-07	0	1.259015e+00	3.252498e-01	7.835043e-01	5.921614e-01	6.576628e-02	2.995883e-01	6.861005e+00
TCGA-CZ-5463-11A-01R-1503-07	1.166660e+00	0	2.620892e+00	1.409199e-01	6.668181e-01	0	2.703798e+00	1.159204e+00
TCGA-CZ-5463-01A-01R-1503-07	0	1.432504e-01	3.527389e-01	7.226391e-01	6.529783e-01	0	1.212278e-01	8.449318e+00
TCGA-CZ-5464-01A-01R-1503-07	1.587911e-01	1.030248e+00	2.691136e-01	5.615838e-01	2.232533e+00	4.981668e-02	2.794199e-01	4.366002e+00
TCGA-CZ-5465-11A-01R-1503-07	5.483866e-01	0	2.877858e+00	1.322744e-02	3.354117e-01	0	3.467765e+00	1.838540e+00
TCGA-CZ-5465-01A-01R-1503-07	0	2.589868e-01	4.669562e-01	5.681788e-01	1.347220e+00	0	1.642228e-01	6.071303e+00
TCGA-CZ-5466-11A-01R-1503-07	1.549520e+00	1.208025e-01	2.167450e+00	0	1.001300e+00	0	1.797424e+00	1.789057e+00
TCGA-CZ-5466-01A-01R-1503-07	2.140807e-01	1.172340e+00	3.331516e-01	6.398631e-01	1.650700e+00	0	3.625909e-01	4.750243e+00
TCGA-CZ-5467-11A-01R-1503-07	8.944299e-01	6.429754e-02	2.550602e+00	3.167265e-01	3.793405e-01	1.279385e-02	3.025353e+00	3.426981e-01
TCGA-CZ-5467-01A-01R-1503-07	0	2.675462e-01	4.591312e-01	1.921293e-01	2.169869e+00	0	2.118920e-01	4.910893e+00
TCGA-CZ-5468-11A-01R-1503-07	7.523597e-01	5.790864e-02	2.497015e+00	2.971882e-01	5.518583e-01	0	2.991686e+00	8.030140e-01
TCGA-CZ-5468-01A-01R-1503-07	0	1.742286e+00	5.569933e-01	1.240936e-01	2.611440e+00	7.280753e-02	0	2.977665e+00
TCGA-CZ-5469-11A-01R-1503-07	5.892621e-01	0	2.871740e+00	7.852761e-02	3.377818e-01	0	3.468397e+00	9.832054e-01
TCGA-CZ-5469-01A-01R-1503-07	0	1.483556e+00	3.247943e-01	8.809134e-01	1.938269e+00	0	3.680865e-01	2.300046e+00
TCGA-CZ-5470-11A-01R-1503-07	8.570460e-01	0	2.448565e+00	1.084000e-01	8.592087e-01	0	2.896957e+00	1.048373e+00
TCGA-CZ-5470-01A-01R-1503-07	1.854129e-01	1.039419e+00	2.751440e-01	9.527882e-01	9.939366e-01	0	0	5.255851e+00
TCGA-CZ-5982-11A-01R-1672-07	1.720774e+00	0	2.668015e+00	3.820669e-02	2.698727e-01	0	1.928068e+00	9.608299e-01
TCGA-CZ-5982-01A-11R-1672-07	7.859981e-02	0	2.715774e-01	3.462664e-01	1.398641e+00	0	1.795580e-01	6.161059e+00
TCGA-CZ-5984-11A-01R-1672-07	1.530785e+00	0	2.356721e+00	4.001649e-02	1.150371e+00	0	1.951580e+00	4.855805e-01
TCGA-CZ-5984-01A-11R-1672-07	7.076843e-02	1.346715e+00	2.197591e-01	5.872565e-01	1.396100e+00	1.303560e-01	5.258388e-01	6.300288e+00
TCGA-CZ-5985-11A-01R-1672-07	1.657736e+00	0	2.464980e+00	0	5.335925e-01	0	2.133699e+00	1.635816e+00
TCGA-CZ-5985-01A-11R-1672-07	9.585149e-02	1.093584e+00	9.765796e-02	7.987860e-01	9.633010e-01	1.034050e-01	4.844511e-01	6.935829e+00
TCGA-CZ-5986-11A-01R-1672-07	1.481009e+00	0	2.544468e+00	2.500028e-02	7.602042e-01	0	2.305040e+00	1.020835e+00
TCGA-CZ-5986-01A-11R-1672-07	9.811095e-02	0	2.863472e-01	4.554328e-01	1.099114e+00	0	2.951097e-01	7.957297e+00
TCGA-CZ-5987-11A-01R-1672-07	1.207001e+00	1.499673e-01	1.643619e+00	0	1.796867e+00	0	1.974598e+00	1.786939e+00
TCGA-CZ-5987-01A-11R-1672-07	0	1.267603e+00	1.459073e-01	7.624991e-01	1.043475e+00	0	4.198657e-01	6.223986e+00
TCGA-CZ-5988-11A-01R-1672-07	1.626513e+00	0	2.527505e+00	5.620558e-02	4.350441e-01	0	2.100848e+00	1.285781e+00
TCGA-CZ-5988-01A-11R-1672-07	0	5.616572e-01	2.836200e-01	0	2.456736e+00	4.459317e-02	6.033480e-01	5.848334e+00
TCGA-CZ-5989-11A-01R-1672-07	7.674082e-01	0	2.095816e+00	3.291509e-01	9.249543e-01	0	3.044875e+00	1.532350e+00
TCGA-CZ-5989-01A-11R-1672-07	0	0	4.687254e-01	0	7.330267e-01	0	4.730669e-01	7.507616e+00
TCGA-DV-5565-01A-01R-1541-07	4.628762e-02	3.809243e-01	3.327518e-01	3.013569e-01	2.440193e+00	0	2.228046e-01	2.802441e+00
TCGA-DV-5566-01A-01R-1541-07	6.674683e-01	4.153605e-01	7.533664e-01	5.044308e-01	1.112180e+00	0	7.230765e-01	3.231239e+00
TCGA-DV-5567-01A-01R-1541-07	0	0	1.427983e+00	1.769293e-01	2.184100e+00	0	2.196754e+00	1.518028e+00
TCGA-DV-5568-01A-01R-1541-07	0	1.244878e+00	2.341602e-01	4.166853e-01	2.485699e+00	4.168876e-02	6.677344e-02	3.509936e+00
TCGA-DV-5569-01A-01R-1541-07	4.614523e-01	3.598814e-01	4.329377e-01	5.812137e-01	1.610442e+00	2.868504e-03	5.755439e-01	3.864609e+00
TCGA-DV-5573-01A-01R-1541-07	6.305965e-01	6.737237e-01	7.429147e-01	9.664524e-01	1.355825e+00	0	1.081230e+00	3.171861e+00
TCGA-DV-5574-01A-01R-1541-07	4.763596e-01	6.076416e-01	7.763666e-01	0	3.016447e+00	5.777466e-02	8.588908e-01	2.714308e+00
TCGA-DV-5575-01A-01R-1541-07	2.413537e-01	2.204671e-01	1.906548e-01	5.426272e-01	1.815944e+00	7.653147e-04	4.399058e-01	4.528122e+00
TCGA-DV-5576-01A-01R-1541-07	6.724807e-01	0	1.346007e+00	3.195260e-01	1.833327e+00	0	2.255910e+00	9.041869e-01
TCGA-DV-A4VX-01A-11R-A266-07	5.723170e-03	1.679181e+00	4.972750e-01	1.508543e+00	2.710806e-01	1.661311e-02	2.961762e-01	4.425319e+00
TCGA-DV-A4VZ-01A-11R-A266-07	0	5.651549e-01	1.222288e+00	9.720624e-01	2.313667e+00	0	1.879418e+00	0
TCGA-DV-A4W0-05A-11R-A266-07	0	0	1.480668e+00	6.130459e-01	1.903029e+00	0	2.269830e+00	1.152124e+00
TCGA-DV-A4W0-01A-11R-A266-07	1.322912e-01	5.161801e-01	3.793677e-01	8.233214e-01	1.543960e+00	0	3.976308e-01	4.443377e+00
TCGA-EU-5904-01A-11R-1672-07	2.331793e-01	0	1.550797e-01	5.142187e-01	1.722955e+00	0	7.661770e-02	4.818401e+00
TCGA-EU-5905-01A-11R-1672-07	0	9.933672e-01	3.656829e-01	1.780005e-01	2.473784e+00	5.508195e-02	5.364541e-01	4.746608e+00
TCGA-EU-5906-01A-11R-1672-07	3.202115e-01	0	2.118297e-01	3.747663e-01	1.475660e+00	0	1.293140e-01	6.078618e+00
TCGA-EU-5907-01A-11R-1672-07	0	9.129412e-01	2.328603e-01	4.371595e-01	9.839065e-01	0	0	7.361706e+00
TCGA-G6-A5PC-01A-11R-A33J-07	9.215159e-02	1.444999e+00	2.017783e-01	2.019254e+00	0	0	0	2.696276e+00
TCGA-G6-A8L6-01A-11R-A37O-07	0	5.236996e-01	2.950474e-01	9.776718e-01	1.890614e+00	0	0	2.512124e+00
TCGA-G6-A8L7-01A-11R-A37O-07	0	1.732825e+00	7.569431e-01	1.299020e+00	1.919667e+00	1.511976e-01	0	0
TCGA-G6-A8L8-01A-21R-A37O-07	0	2.434426e-01	4.484525e-01	1.584561e+00	5.761943e-01	0	9.684273e-03	3.404719e+00
TCGA-GK-A6C7-01A-11R-A33J-07	5.144872e-02	0	1.744779e-01	7.380519e-01	1.857333e+00	1.787961e-02	0	4.211476e+00
TCGA-MM-A563-01A-11R-A266-07	1.399801e-01	7.517731e-01	1.050951e-01	1.116043e+00	2.205465e+00	0	2.735124e-01	2.782446e+00
TCGA-MM-A564-01A-11R-A266-07	0	5.170904e-01	6.415531e-01	6.370378e-01	2.779195e+00	0	0	8.912611e-01
TCGA-MM-A84U-01A-11R-A37O-07	2.308969e-01	1.127134e+00	5.510259e-02	1.460465e+00	1.702665e+00	0	4.708652e-01	1.957915e+00
TCGA-MW-A4EC-01A-11R-A266-07	9.925792e-02	2.845229e-01	2.904976e-01	1.148280e+00	8.848505e-01	0	1.466210e-01	4.430660e+00
TCGA-T7-A92I-01A-11R-A37O-07	1.778754e-01	2.861524e-01	1.446889e+00	1.331460e+00	3.692217e-01	0	5.333797e-01	3.765117e+00
