sampleID	D12.10_GNF2-SPRR1B	D6.2_NIELSEN-LEIOMYOSARCOMA-CNN1-UP	D17.11_REACTOME-TRANSLOCATION-OF-ZAP-70-TO-IMMUNOLOGICAL-SYNAPSE	D19.8_FARMER-BREAST-CANCER-CLUSTER-5	D9.7_REACTOME-CYTOSOLIC-SULFONATION-OF-SMALL-MOLECULES	D18.18_REACTOME-DOPAMINE-NEUROTRANSMITTER-RELEASE-CYCLE	D17.8_WEBER-METHYLATED-ICP-IN-SPERM-DN	D18.17_GNF2-SPINK1	D19.16_CHROMOSOME-CONDENSATION	D18.12_MARTINELLI-IMMATURE-NEUTROPHIL-DN	D17.6_chr11q11
TCGA-VQ-A92D-01A-11R-A414-31	2.817689e-02	9.011618e-01	0	3.627394e-01	5.740780e-01	1.670426e-02	1.397873e-01	0	1.781033e-01	1.269088e-01	5.980673e-01
TCGA-VQ-A94O-01A-11R-A414-31	0	1.176178e+00	2.748497e-01	1.250060e-01	8.379729e-01	0	1.895939e+00	0	4.433042e-01	2.921363e-01	2.186238e-01
TCGA-VQ-A94P-01A-13R-A414-31	0	4.311063e+00	3.892555e-01	1.534605e-01	1.286272e-01	0	0	0	1.238553e-02	2.804131e-01	1.553042e-01
TCGA-VQ-A94R-01A-11R-A414-31	0	2.118956e+00	3.650154e-01	4.297233e-01	4.539669e-01	1.260130e-01	1.697844e-01	0	2.468384e-02	0	8.048252e-01
TCGA-VQ-A94T-01A-11R-A414-31	2.683613e-01	5.792343e-01	0	2.386628e-01	0	1.335908e-01	0	0	2.468540e-01	3.225878e-01	1.182737e-01
TCGA-VQ-A94U-01A-12R-A414-31	0	2.315750e+00	2.937074e-01	3.637025e-01	2.622305e-01	1.699750e-01	0	0	3.394778e-01	0	4.108190e-01
TCGA-VQ-AA64-01A-11R-A414-31	2.807472e-02	1.822020e+00	1.522905e-01	6.940923e-01	0	9.930947e-02	4.226412e-01	1.597895e-01	3.424437e-01	0	3.735871e-01
TCGA-VQ-AA68-01A-11R-A414-31	2.975536e-01	7.321817e-01	3.308432e-01	1.946020e-01	0	0	0	1.653658e-01	2.168172e-01	0	4.965044e-01
TCGA-VQ-AA69-01A-11R-A414-31	1.736068e-01	3.835660e-01	1.911787e-01	6.137909e-02	0	0	0	0	1.112359e+00	0	3.845370e-01
TCGA-VQ-AA6A-01A-11R-A414-31	0	7.524148e-01	0	2.488459e-01	0	3.851447e-02	5.760508e-01	2.398852e-01	9.300646e-02	0	1.124984e+00
TCGA-VQ-AA6B-01A-11R-A414-31	0	1.033395e+00	3.339275e-03	2.648007e-01	1.314362e+00	8.268088e-02	1.934689e-01	0	4.466499e-01	4.038638e-01	7.305530e-02
TCGA-VQ-AA6D-01A-11R-A414-31	5.239765e-02	5.757522e-01	7.145692e-03	2.146670e-01	1.528816e-01	1.001418e-01	7.989258e-01	0	2.416854e-01	4.526045e-01	4.897508e-01
TCGA-VQ-AA6F-01A-31R-A414-31	0	1.141722e+00	4.516974e-01	5.244067e-02	2.182587e-01	8.300878e-02	1.356498e-01	7.802638e-02	0	3.580417e-01	1.282564e+00
TCGA-VQ-AA6G-01A-11R-A414-31	1.155641e-01	6.504126e-01	4.835993e-02	1.179075e-01	5.775377e-01	0	9.909421e-02	7.301280e-02	0	6.136352e-01	4.258178e-01
TCGA-VQ-AA6I-01A-11R-A414-31	0	9.452848e-01	2.480786e-01	2.496720e-01	0	0	0	3.697443e-01	8.054990e-02	0	5.532732e-01
TCGA-VQ-AA6J-01A-11R-A414-31	0	1.363177e+00	5.412638e-01	2.615827e-01	4.758777e-01	1.288702e-02	4.174990e-01	1.409042e-01	1.175215e-01	3.387829e-01	8.283630e-01
TCGA-VQ-AA6K-01A-11R-A414-31	1.662938e-01	1.496502e+00	2.958641e-01	3.576043e-01	8.645376e-02	1.137569e-01	0	0	2.301048e-01	3.238592e-01	8.751442e-01
TCGA-ZA-A8F6-01A-23R-A36D-31	0	3.149057e+00	3.017893e-01	3.149264e-01	1.183802e+00	0	0	0	1.759783e-02	7.753409e-02	6.635496e-01
TCGA-ZQ-A9CR-01A-11R-A39E-31	0	1.821676e+00	6.842287e-02	4.711114e-01	2.598196e-01	0	5.289832e-01	0	3.596441e-02	7.507989e-01	5.393803e-01
