sampleID	D13.3_CAR-HPX	D15.6_CHAN-INTERFERON-PRODUCING-DENDRITIC-CELL	D16.14_GNF2-TTN	D12.9_GNF2-SERPINI2	D25.2_SCHLOSSER-MYC-AND-SERUM-RESPONSE-SYNERGY	D17.2_REACTOME-OLFACTORY-SIGNALING-PATHWAY	D11.5_JIANG-CORE-DUPLICON-GENES	D16.2_FINETTI-BREAST-CANCER-KINOME-RED	D13.11_NAKAMURA-LUNG-CANCER-DIFFERENTIATION-MARKERS	D15.7_FARMER-BREAST-CANCER-CLUSTER-5	D18.12_NIELSEN-LEIOMYOSARCOMA-CNN1-UP	D20.17_XENOBIOTIC-METABOLIC-PROCESS	D22.17_GNF2-TM4SF2	D20.11_GNF2-CDH3	D16.10_JIANG-CORE-DUPLICON-GENES	D22.4_REACTOME-OLFACTORY-SIGNALING-PATHWAY
Pancreas_46579	9.712826e-02	3.410210e-02	1.035008e-02	5.441961e-01	2.495326e-01	4.639336e-01	1.295298e-01	1.696200e-01	9.144944e-02	1.300886e-02	8.555651e-02	1.011566e-02	6.515739e-02	2.389343e-03	1.596784e-01	4.114967e-01
Pancreas_46451	3.853266e-02	1.089033e-01	4.632308e-02	1.267450e-01	2.050491e-01	2.989366e-01	1.410169e-01	2.789243e-01	1.890216e-02	2.447512e-01	1.607206e-01	1.886541e-02	6.239498e-02	1.239346e-01	6.997467e-02	2.709512e-01
Pancreas_46459	7.270806e-02	1.419943e-01	4.579026e-02	1.741710e-01	1.456275e-01	3.154751e-01	1.538400e-01	2.247975e-01	7.447619e-02	2.151414e-01	1.418693e-01	2.390358e-02	1.134049e-01	2.867452e-02	1.098206e-01	2.964934e-01
Pancreas_47982	9.233929e-02	7.654321e-02	1.968217e-02	3.954626e-01	2.171944e-01	3.192984e-01	9.962706e-02	2.209167e-01	7.388003e-02	1.436072e-01	8.688978e-02	1.277927e-02	1.441549e-01	0	5.423281e-02	3.275128e-01
Pancreas_49391	9.160036e-02	0	2.076129e-02	4.966164e-01	2.215708e-01	2.787094e-01	3.563395e-01	1.385230e-01	8.899162e-02	0	7.429954e-02	4.629541e-03	1.300349e-01	0	1.304870e-01	3.341458e-01
Pancreas_47588	7.897331e-02	2.549339e-02	1.705430e-02	4.119997e-01	1.782968e-01	3.437786e-01	1.884119e-01	1.934078e-01	1.379275e-01	3.717526e-02	1.016598e-01	5.576836e-02	6.863195e-02	0	1.186745e-01	3.756377e-01
Pancreas_54275	1.151215e-01	4.481120e-02	1.917129e-02	4.882198e-01	2.455160e-01	3.038610e-01	2.277710e-01	2.610923e-01	8.343746e-02	5.230769e-03	7.961527e-02	3.518784e-02	6.807674e-02	0	1.787195e-01	2.953894e-01
Pancreas_53861	1.279607e-01	7.852669e-03	7.381002e-02	4.521705e-01	1.765550e-01	1.890851e-01	1.780044e-01	2.478812e-01	1.358428e-01	8.645345e-02	3.086725e-02	2.557171e-02	1.256277e-01	5.802122e-03	1.931627e-01	2.643096e-01
Pancreas_56330	7.442337e-02	4.321734e-02	6.848815e-03	3.240813e-01	1.856113e-01	2.100721e-01	2.575732e-01	2.194982e-01	9.029697e-02	2.691693e-02	7.484165e-02	9.477640e-02	1.256106e-01	0	1.090536e-01	2.372974e-01
Pancreas_56526	1.101537e-01	1.140354e-01	1.548875e-02	3.429705e-01	1.679949e-01	3.706449e-01	5.036864e-02	2.868139e-01	6.695793e-02	2.115698e-01	0	2.377289e-02	6.264609e-02	1.648640e-02	9.908841e-02	2.421601e-01
Pancreas_56366	8.265385e-02	1.524001e-01	3.582561e-02	3.739958e-01	1.932542e-01	2.239712e-01	8.222148e-02	2.535965e-01	1.037239e-01	1.459683e-01	2.860087e-02	1.162735e-02	1.329450e-01	0	1.381840e-01	2.234401e-01
Pancreas_56368	8.946936e-02	2.197852e-02	1.464799e-02	5.447793e-01	2.638429e-01	2.965697e-01	2.051585e-01	2.353604e-01	7.328758e-02	0	9.933953e-02	1.414041e-02	7.123521e-02	0	2.275428e-01	3.444648e-01
Pancreas_56370	1.014373e-01	6.893750e-02	2.994923e-02	5.229182e-01	2.346278e-01	2.638866e-01	1.195491e-01	2.773203e-01	8.570586e-02	7.485392e-02	6.777040e-02	1.880490e-02	4.700789e-02	0	1.626893e-01	3.002227e-01
Pancreas_56371	1.092007e-01	1.052576e-01	2.389011e-02	4.648139e-01	2.311710e-01	2.721755e-01	8.791982e-02	2.731959e-01	6.509061e-02	1.092395e-01	6.952284e-02	6.701344e-02	8.147598e-02	0	1.607348e-01	2.819327e-01
Pancreas_56372	9.974922e-02	2.903844e-02	1.642420e-02	5.562970e-01	2.412648e-01	2.719903e-01	1.671506e-01	2.377470e-01	7.644117e-02	0	7.739347e-02	1.783901e-02	1.019944e-01	0	2.182699e-01	3.117749e-01
Liver_56379	8.114287e-01	7.793841e-02	7.264061e-02	2.026785e-02	1.904674e-01	2.659722e-01	1.172571e-01	3.322275e-01	8.399932e-02	1.040889e-02	4.956454e-03	2.262451e-02	0	3.173204e-02	1.743590e-01	2.147043e-01
Plastic_54242	5.445748e-02	4.184715e-02	3.507018e-02	0	2.224609e-01	2.675898e-01	1.050460e-01	5.203826e-01	1.393114e-02	0	0	0	0	3.437166e-01	1.683694e-01	2.292219e-01
Plastic_54247	4.940450e-02	5.189627e-02	3.844971e-02	0	1.799437e-01	2.976464e-01	2.592532e-02	6.005311e-01	3.790166e-02	8.841078e-03	0	0	0	2.740620e-01	8.868929e-02	2.663915e-01
Plastic_53292	6.889282e-02	0	6.487614e-02	0	1.686561e-01	3.774972e-01	2.382960e-01	5.624514e-01	0	2.660103e-02	0	0	9.995980e-03	5.074960e-02	1.964451e-01	3.264092e-01
Plastic_54248	6.752362e-02	3.775323e-02	4.662889e-02	3.159082e-02	1.810492e-01	2.979701e-01	7.316728e-02	5.978144e-01	0	0	0	0	0	2.304759e-01	1.508736e-01	2.756820e-01
Pancreas_49389	1.046896e-01	6.926581e-02	4.639906e-02	4.437464e-01	2.138264e-01	3.523822e-01	1.304817e-01	2.697006e-01	5.473811e-02	1.370328e-01	7.962850e-03	2.339922e-02	9.258513e-02	6.739719e-02	1.546442e-01	3.171627e-01
Pancreas_53862	5.762289e-02	4.811897e-01	9.125031e-02	1.432710e-01	1.965636e-01	2.826456e-01	2.400400e-01	3.063592e-01	1.484863e-02	8.713062e-03	1.269150e-02	0	0	4.366948e-03	2.942083e-01	3.176507e-01
Pancreas_49360	8.233782e-02	1.624178e-01	1.125730e-01	1.227661e-02	2.153935e-01	3.769565e-01	3.056328e-01	2.640439e-01	1.608731e-02	2.612515e-01	8.558512e-02	2.353049e-02	0	2.219143e-01	1.120223e-01	3.319334e-01
Pancreas_54249	7.320674e-02	1.912763e-01	1.141902e-01	0	1.694953e-01	2.629640e-01	2.397426e-01	3.369229e-01	1.111031e-01	2.012576e-01	9.208909e-02	1.204989e-01	0	1.587911e-01	2.473101e-01	2.061390e-01
Pancreas_48661	6.997742e-02	1.125311e-01	2.773452e-02	1.903490e-01	2.222461e-01	3.127790e-01	2.301757e-01	2.097990e-01	1.666865e-02	2.294416e-01	0	1.303972e-01	9.902691e-02	8.276684e-02	1.684604e-01	2.250894e-01
Pancreas_49071	1.267523e-01	3.170788e-02	2.830140e-02	5.233330e-01	2.740520e-01	2.765077e-01	2.914692e-01	1.133825e-01	8.377528e-02	0	7.172011e-02	1.521266e-02	1.462072e-01	0	2.133707e-01	3.282530e-01
Pancreas_53838	9.900428e-02	0	4.667088e-02	4.250827e-01	1.787724e-01	3.245723e-01	2.867379e-01	1.657326e-01	1.186848e-01	2.025763e-02	1.342871e-01	2.297321e-02	1.949025e-01	0	2.737702e-01	2.710593e-01
Pancreas_49073	8.673389e-02	1.848871e-01	5.922533e-02	0	2.332465e-01	3.032887e-01	4.698405e-01	2.073806e-01	5.656334e-02	7.935822e-02	2.264202e-01	1.050496e-01	0	1.063566e-01	1.103746e-01	3.101748e-01
Pancreas_48556	1.228888e-01	5.834572e-03	9.627392e-03	1.000763e-01	2.075903e-01	5.016537e-01	2.856934e-01	2.237965e-01	2.512283e-02	1.160848e-01	0	0	9.060010e-02	2.052627e-01	7.785577e-02	3.606418e-01
Pancreas_48558	4.422348e-02	1.340867e-01	1.761693e-02	7.521956e-02	2.267994e-01	4.475329e-01	2.324434e-01	2.100108e-01	0	2.914691e-01	2.685053e-02	6.704057e-02	5.631816e-02	1.387905e-01	1.268427e-01	3.502520e-01
Pancreas_52042	4.396464e-02	1.650907e-01	8.097722e-02	1.180523e-02	2.395061e-01	4.638212e-01	1.656798e-01	1.330367e-01	6.817321e-02	1.572851e-01	3.059332e-01	5.487659e-02	2.940560e-02	2.758521e-02	5.555598e-02	2.923305e-01
Pancreas_52043	4.274749e-02	1.171164e-01	2.105462e-02	5.695680e-02	2.379569e-01	4.486287e-01	2.113256e-01	2.225629e-01	0	2.295972e-01	0	1.721539e-01	7.080165e-02	1.056732e-01	8.214272e-02	2.616576e-01
Pancreas_48562	5.490223e-02	1.994381e-01	1.625109e-02	1.788490e-02	2.053023e-01	4.722662e-01	1.033549e-01	2.610189e-01	5.595116e-02	9.082546e-02	1.499746e-01	2.548410e-01	1.692792e-02	5.350231e-02	4.891474e-02	3.687688e-01
Pancreas_48564	4.057705e-02	1.669589e-01	0	2.702430e-02	2.511145e-01	4.691443e-01	1.679433e-01	1.740088e-01	5.636975e-02	2.613752e-01	1.303608e-01	2.792890e-02	1.610342e-01	1.239821e-01	1.086967e-01	3.308152e-01
Pancreas_48567	8.795415e-02	1.517194e-01	2.452069e-02	8.753378e-02	2.331236e-01	4.681195e-01	1.242448e-01	2.006495e-01	6.057576e-04	2.190255e-01	9.311238e-04	1.140464e-01	6.002590e-02	1.133081e-01	1.838947e-02	2.481761e-01
Pancreas_48568	5.572674e-02	1.673541e-01	1.478592e-02	1.450574e-01	2.079883e-01	4.540581e-01	1.260609e-01	1.672327e-01	3.432242e-03	2.328379e-01	1.255885e-01	1.407382e-02	9.172613e-02	5.415486e-02	4.236750e-02	3.156990e-01
Pancreas_49388	7.956444e-02	1.276535e-01	2.956136e-02	4.240060e-01	2.107807e-01	3.757980e-01	9.471721e-02	1.587638e-01	8.630424e-02	1.188983e-01	5.493441e-02	0	1.478781e-01	8.371006e-04	7.253424e-02	3.334705e-01
Pancreas_46648	8.363447e-02	7.063418e-02	4.428001e-02	7.973326e-02	1.580178e-01	4.272750e-01	1.238854e-02	3.067273e-01	3.592939e-02	1.507212e-01	1.356193e-01	1.841604e-01	1.060691e-01	2.035469e-02	7.022894e-02	3.383241e-01
Pancreas_46649	1.723603e-02	2.150263e-01	2.436179e-02	5.380881e-02	1.721936e-01	4.143315e-01	7.535891e-02	2.390780e-01	1.165399e-02	2.107072e-01	1.840440e-01	8.811693e-02	1.300260e-01	6.193650e-02	1.284184e-01	3.164289e-01
Pancreas_46650	3.318395e-02	9.612407e-02	1.512308e-02	1.528740e-01	1.480638e-01	4.336617e-01	1.167493e-01	2.118998e-01	6.149215e-02	1.097704e-01	1.854151e-01	1.094156e-01	1.002366e-01	9.377326e-03	8.284194e-02	3.258604e-01
Pancreas_46651	6.538851e-02	2.787621e-02	1.538499e-02	2.077700e-01	1.528714e-01	4.297508e-01	9.282741e-02	1.789204e-01	3.248696e-02	1.479585e-01	9.771123e-02	5.509494e-02	1.799845e-01	3.696986e-02	8.477084e-02	3.149153e-01
Pancreas_47702	1.745046e-02	3.013592e-01	2.480971e-02	5.907927e-02	2.206729e-01	3.699490e-01	1.518710e-01	2.868924e-01	0	1.983156e-01	2.764968e-02	1.068442e-01	5.553547e-02	6.795263e-02	1.243880e-01	2.818782e-01
Pancreas_46652	1.609772e-02	4.867961e-02	1.939536e-02	1.284624e-01	1.640835e-01	4.909640e-01	7.651324e-02	2.947902e-01	0	1.295328e-01	5.955844e-02	1.592917e-01	1.093654e-01	1.089991e-01	1.119662e-01	3.585623e-01
Pancreas_46987	9.163145e-02	8.827235e-02	1.766639e-02	1.855260e-01	1.784720e-01	4.119931e-01	1.984983e-01	1.542246e-01	4.614391e-02	7.692082e-02	5.759113e-02	3.850748e-02	9.212645e-02	2.161695e-02	0	2.947544e-01
Pancreas_46653	1.013006e-01	0	2.500257e-02	1.029387e-01	1.831126e-01	5.257725e-01	2.420807e-01	1.857899e-01	1.219927e-02	1.650071e-01	2.519028e-02	1.130158e-02	7.414440e-02	1.581481e-01	1.166198e-01	3.654795e-01
Pancreas_46832	0	6.654174e-02	5.066231e-02	1.340896e-01	1.638279e-01	3.555893e-01	1.799404e-01	2.602829e-01	0	2.410704e-01	1.218604e-01	3.002195e-02	6.061116e-02	1.669534e-01	1.216938e-01	3.072709e-01
Pancreas_46831	6.624051e-02	7.585991e-02	6.290430e-02	7.220049e-03	1.884530e-01	4.721598e-01	1.121120e-01	3.745261e-01	5.194818e-02	1.339147e-01	6.380661e-03	3.203725e-02	0	2.280483e-01	2.491700e-02	3.839629e-01
Pancreas_46985	2.044897e-02	3.376535e-01	5.054890e-02	0	1.903625e-01	3.954434e-01	2.105010e-01	3.044299e-01	0	1.265550e-01	2.570921e-02	1.167465e-01	0	1.291688e-01	1.196964e-01	2.733418e-01
Pancreas_46828	1.671383e-02	1.440905e-01	3.056616e-02	6.334258e-02	1.707077e-01	3.786205e-01	7.035383e-02	3.210003e-01	0	2.506281e-01	7.315258e-02	9.938662e-02	5.031982e-02	1.008243e-01	4.870901e-02	3.172171e-01
Pancreas_47692	3.069451e-02	1.928500e-01	3.939032e-02	0	2.450480e-01	3.950122e-01	2.153281e-01	3.295288e-01	2.560365e-02	2.226002e-01	9.540364e-02	0	0	2.092712e-01	8.506927e-02	2.918433e-01
Pancreas_46986	0	2.438178e-01	4.576189e-02	0	1.610713e-01	3.878165e-01	1.483775e-01	2.626390e-01	2.674834e-02	1.677598e-01	1.039931e-01	1.008593e-01	1.157061e-01	5.111384e-02	1.038893e-01	2.604148e-01
Pancreas_47590	5.870079e-02	7.250247e-02	5.610470e-02	2.385668e-01	1.453278e-01	3.258658e-01	2.429001e-01	2.711985e-01	4.204142e-02	2.040230e-01	9.066448e-03	9.837252e-02	6.850625e-02	4.793678e-02	1.590042e-01	3.260195e-01
Pancreas_47969	7.226958e-02	1.745199e-01	3.321193e-02	3.289675e-01	2.069568e-01	2.790774e-01	1.425584e-01	2.033942e-01	3.967144e-02	2.205424e-01	3.774231e-02	0	7.872603e-02	7.675921e-03	1.057857e-01	3.440924e-01
Pancreas_47989	2.293399e-02	1.569051e-01	1.139133e-02	7.409949e-02	2.461063e-01	4.316457e-01	1.979274e-01	2.189316e-01	0	2.230405e-01	0	1.331546e-01	1.321737e-01	1.059928e-01	6.196889e-02	3.131637e-01
Pancreas_46581	5.183366e-02	1.497745e-01	2.687502e-02	3.195826e-01	1.963976e-01	3.861365e-01	1.205969e-01	2.095734e-01	6.345327e-02	1.125764e-01	1.738793e-01	0	5.578569e-02	1.247889e-04	2.627786e-02	2.994210e-01
Pancreas_46582	5.450693e-02	5.793415e-02	3.046831e-02	1.251832e-01	2.091738e-01	3.763384e-01	1.677865e-01	2.722428e-01	0	1.949811e-01	3.132029e-02	1.274963e-01	1.237183e-01	5.107166e-02	3.606629e-02	2.822084e-01
Pancreas_46830	9.809100e-04	2.480152e-01	4.829731e-02	0	1.740152e-01	3.703902e-01	9.972496e-02	3.385723e-01	2.517099e-02	2.089098e-01	2.148940e-01	7.982898e-02	0	9.023716e-02	1.033516e-01	3.129378e-01
Pancreas_46584	4.191840e-02	1.998729e-01	3.084589e-02	1.344694e-01	1.649055e-01	3.587848e-01	4.068282e-02	2.804993e-01	2.785850e-02	1.660262e-01	9.710908e-02	1.168409e-01	1.017220e-01	5.228664e-02	6.220915e-02	2.928723e-01
Pancreas_47703	7.218921e-02	1.858039e-01	4.630885e-02	4.332324e-02	2.358396e-01	3.774044e-01	1.380412e-01	3.640905e-01	6.871962e-02	2.834922e-01	0	0	0	1.340536e-01	4.729826e-02	3.037772e-01
Pancreas_47708	5.640820e-02	2.155983e-01	1.791676e-02	1.333663e-01	2.161246e-01	3.062190e-01	1.202750e-01	1.965312e-01	6.872109e-03	1.949641e-01	1.117194e-01	4.052709e-02	1.866045e-01	4.742197e-02	6.465060e-02	2.265805e-01
Pancreas_46450	3.116122e-02	8.433886e-02	5.555394e-02	9.397328e-03	2.061217e-01	3.119376e-01	1.689906e-01	3.647664e-01	0	2.179688e-01	8.764121e-02	1.456222e-01	0	1.263957e-01	1.312237e-01	2.651841e-01
Pancreas_47695	8.559803e-02	6.131266e-02	4.699838e-02	1.003529e-01	2.255137e-01	3.348052e-01	2.991834e-01	2.212932e-01	0	1.997312e-01	1.474715e-03	1.087608e-01	1.062567e-01	1.006072e-01	1.287736e-01	2.685428e-01
Pancreas_48550	1.016262e-01	3.841058e-02	1.493777e-02	1.714643e-01	2.567420e-01	1.885351e-01	5.088533e-01	1.122458e-01	0	1.333047e-01	0	3.079223e-02	2.107201e-01	5.347651e-02	4.338134e-02	1.518490e-01
Pancreas_46339	4.755730e-02	5.379188e-02	1.081055e-02	1.308655e-01	1.900656e-01	4.130611e-01	3.068458e-01	2.178457e-01	0	2.412874e-01	0	3.656328e-02	6.006933e-02	2.318842e-01	1.936192e-01	3.174867e-01
Pancreas_46578	0	8.617954e-02	1.213577e-02	6.836989e-02	1.989032e-01	3.724523e-01	1.783617e-01	2.532889e-01	0	1.959048e-01	9.744556e-02	1.739396e-01	8.996300e-02	9.744592e-02	1.279886e-01	3.025069e-01
Pancreas_46585	3.367322e-02	1.846623e-01	3.038057e-02	1.355855e-01	2.208330e-01	4.767727e-01	7.248763e-02	1.909332e-01	0	2.017430e-01	8.857539e-02	4.278469e-02	8.374300e-02	9.950749e-02	0	3.484892e-01
Pancreas_46337	0	8.075723e-02	4.404079e-02	2.820293e-02	1.789096e-01	5.071802e-01	1.522103e-02	2.938143e-01	0	2.874666e-01	1.454071e-01	5.758812e-02	0	1.819056e-01	5.441652e-02	3.435402e-01
