geneID	D13.3_CAR-HPX	D15.6_CHAN-INTERFERON-PRODUCING-DENDRITIC-CELL	D16.14_GNF2-TTN	D12.9_GNF2-SERPINI2	D25.2_SCHLOSSER-MYC-AND-SERUM-RESPONSE-SYNERGY	D17.2_REACTOME-OLFACTORY-SIGNALING-PATHWAY	D11.5_JIANG-CORE-DUPLICON-GENES	D16.2_FINETTI-BREAST-CANCER-KINOME-RED	D13.11_NAKAMURA-LUNG-CANCER-DIFFERENTIATION-MARKERS	D15.7_FARMER-BREAST-CANCER-CLUSTER-5	D18.12_NIELSEN-LEIOMYOSARCOMA-CNN1-UP	D20.17_XENOBIOTIC-METABOLIC-PROCESS	D22.17_GNF2-TM4SF2	D20.11_GNF2-CDH3	D16.10_JIANG-CORE-DUPLICON-GENES	D22.4_REACTOME-OLFACTORY-SIGNALING-PATHWAY
SNX24	1.092842e+00	3.615941e-01	1.007254e+00	8.521356e-01	4.594707e-01	1.361663e-01	8.548831e-01	1.713039e+00	1.136737e+00	1.073267e+00	8.307368e-01	3.524453e-01	1.127690e+00	6.583906e-01	1.295980e+00	4.090930e-01
SNX25	9.980701e-01	9.133795e-01	1.230960e+00	7.412230e-01	2.546271e-01	6.610583e-01	8.070962e-01	1.441713e+00	1.213110e+00	4.605304e-01	8.379831e-01	0	6.402448e-01	4.050079e-01	1.391927e+00	7.035111e-01
SNX26	1.116460e+00	1.143918e+00	9.126976e-01	1.303293e+00	5.039251e+00	1.142872e+00	1.630609e+00	1.209092e+00	8.520386e-01	5.355559e-01	5.448817e-01	4.525258e-01	8.431453e-01	5.385432e-01	7.769968e-01	1.211959e+00
SNX27	1.012018e+00	9.024799e-01	1.127977e+00	6.417154e-01	1.655876e+00	7.294760e-01	1.211434e+00	1.072197e+00	1.019934e+00	7.976046e-01	7.333074e-01	6.329603e-01	1.205139e+00	1.008128e+00	9.301070e-01	7.022823e-01
SNX29	8.295275e-01	1.692955e+00	1.254370e+00	6.558468e-01	1.050014e-01	9.256250e-01	1.027387e+00	1.170700e+00	1.187884e+00	1.297295e+00	1.259747e+00	0	1.593064e+00	7.827316e-01	1.203357e+00	7.625515e-01
SNX3	1.297642e+00	1.253072e+00	1.867586e+00	1.239472e+00	1.298217e+00	1.176652e+00	1.143015e+00	2.066666e+00	1.240648e+00	9.433761e-01	1.325371e+00	4.801697e-01	1.437168e+00	9.994355e-01	1.196146e+00	1.314923e+00
SNX31	2.669663e-01	2.363581e-01	8.185220e-01	8.149743e-02	3.369509e-01	0	1.218642e+00	1.574755e-01	1.045557e-02	2.373941e-01	8.218683e-01	0	8.453775e-01	5.008627e-01	1.148504e+00	2.005446e-02
SNX32	3.350289e-01	2.540911e-01	2.122035e-01	3.560832e-01	1.049923e+00	3.775882e-01	5.475272e-01	2.499852e-01	6.201632e-02	2.866846e-02	1.129633e-01	3.370164e-01	2.856313e-01	1.837789e-01	1.642325e-01	0
SNX33	1.026881e+00	7.483094e-01	5.183528e-01	4.387173e-01	9.055779e-01	2.536245e-01	6.593056e-01	7.845309e-01	7.970112e-01	1.032514e+00	9.857060e-01	1.086057e+00	6.996137e-01	1.141472e+00	2.333865e-01	1.231220e-01
SNX4	1.272273e+00	1.131965e+00	1.289157e+00	1.109148e+00	4.328305e-01	1.002638e+00	1.650892e-02	1.862762e+00	1.255434e+00	3.655493e-01	1.387615e+00	1.148493e+00	1.331877e+00	1.098366e+00	7.771620e-03	7.134528e-01
SNX5	9.288063e-01	9.191275e-01	1.248780e+00	9.431649e-01	1.365138e+00	1.049670e+00	1.257429e+00	2.363481e+00	7.600423e-01	5.979759e-01	5.579625e-01	2.528457e-01	6.452999e-01	6.418014e-01	1.196200e+00	1.063957e+00
SNX6	1.158482e+00	1.139493e+00	1.495075e+00	1.144354e+00	7.710752e-01	7.158129e-01	8.507567e-01	2.404345e+00	1.147698e+00	7.852119e-01	1.109704e+00	6.341899e-01	1.237061e+00	1.318700e+00	8.533016e-01	7.011202e-01
SNX7	1.113113e+00	7.326073e-01	1.089706e+00	9.840798e-01	4.551556e-01	1.053887e+00	4.387224e-01	2.350988e+00	1.254879e+00	8.385313e-01	1.618653e+00	1.035183e+00	1.372028e+00	1.258741e+00	4.125032e-01	9.120241e-01
SNX8	6.701164e-01	7.838887e-01	3.214357e-01	7.653325e-01	1.647593e+00	7.982451e-01	1.056164e+00	2.045593e+00	5.649740e-01	9.950941e-01	3.287045e-01	6.376264e-01	2.294428e-01	6.403655e-01	6.805525e-02	7.581707e-01
SNX9	1.114197e+00	1.080091e+00	1.167820e+00	7.468210e-01	9.079504e-01	4.628328e-01	1.022505e+00	1.402723e+00	7.430450e-01	1.170835e+00	1.377708e+00	1.298296e+00	9.904004e-01	1.281696e+00	5.772057e-01	8.106084e-01
SOAT1	8.509387e-01	8.745867e-01	6.193357e-01	1.310181e+00	2.403256e-01	4.007488e-01	4.495038e-02	2.370915e+00	1.110122e+00	7.006557e-01	6.810021e-01	0	1.204595e+00	6.940053e-01	2.428740e-02	1.181175e-01
SOAT2	8.136365e-01	3.545120e-01	2.278922e-01	1.326166e+00	2.168892e+00	7.337183e-01	9.589321e-01	9.665968e-01	2.454613e-01	2.129021e-02	9.529759e-01	3.474153e-01	0	0	9.609688e-01	9.630901e-01
SOBP	9.238909e-01	9.143591e-01	2.120027e+00	5.453808e-01	0	7.792148e-01	1.173442e+00	2.814430e-01	1.168576e+00	1.702812e+00	2.289695e+00	8.630945e-01	1.932848e+00	0	1.099575e+00	1.170795e+00
SOCS1	1.009407e+00	1.451274e+00	6.446587e-01	7.156133e-01	2.114646e+00	1.367102e+00	1.118710e+00	5.178619e-01	8.170818e-01	5.769140e-01	0	0	6.156522e-01	0	1.132040e-01	1.733182e+00
SOCS2	9.519105e-01	1.550672e+00	1.111532e+00	7.162534e-01	0	7.764069e-01	4.036975e-01	1.531085e+00	1.485877e+00	6.052620e-01	2.110187e+00	0	1.406412e+00	4.986549e-01	3.282506e-01	1.354080e+00
SOCS3	9.934225e-01	1.552429e+00	1.335091e+00	6.616719e-01	1.136734e+00	1.246185e+00	1.208271e+00	6.493713e-01	1.251549e+00	1.357146e+00	1.348715e+00	1.049446e-01	3.750241e-01	6.124340e-01	3.450409e-01	1.533366e+00
SOCS4	4.042124e-01	1.470428e-01	7.175138e-01	4.024961e-01	0	1.895276e-01	0	1.707223e+00	3.644464e-01	0	6.391476e-01	1.152644e-01	2.852085e-01	3.181261e-01	4.202613e-01	8.905720e-01
SOCS5	8.558965e-01	8.588211e-01	1.318521e+00	5.080576e-01	0	2.534514e-01	2.452534e-01	1.674947e+00	9.896514e-01	8.191677e-01	1.461822e+00	1.710869e-01	1.108868e+00	7.491153e-01	2.242607e-01	7.124301e-01
SOCS6	1.113243e+00	1.457245e-01	1.321508e+00	8.990484e-01	0	3.680787e-01	0	1.999364e+00	6.398111e-01	4.407499e-01	9.252729e-01	1.078678e+00	1.047340e+00	9.313222e-01	5.725325e-02	2.282566e-01
SOCS7	4.356639e-01	0	4.180788e-01	5.700241e-01	9.922074e-01	0	1.014288e+00	1.316924e+00	1.477724e-01	2.518892e-01	0	3.356490e-01	2.940588e-01	4.191056e-01	6.310950e-01	0
SOD1	1.669808e+00	1.115688e+00	1.802222e+00	1.076443e+00	1.443294e+00	1.450955e+00	1.286219e+00	2.233149e+00	1.192523e+00	6.446883e-01	1.105392e+00	7.478525e-01	1.552093e+00	9.191360e-01	1.193312e+00	1.485719e+00
SOD2	1.546926e+00	1.410954e+00	2.012768e+00	9.559068e-01	6.677320e-01	1.340359e+00	1.508998e+00	7.141352e-01	1.313691e+00	1.556918e+00	9.247637e-01	0	4.544914e-01	8.914876e-01	1.278024e+00	1.097926e+00
SOD3	1.388229e+00	1.773583e+00	1.715904e+00	1.505821e+00	1.385184e+00	1.133793e+00	1.558719e+00	8.465853e-01	1.763146e+00	1.462492e+00	2.149608e+00	1.289757e+00	1.402991e+00	1.108427e+00	1.560732e+00	1.432585e+00
SOHLH1	3.711142e-01	1.114765e-01	3.771206e-01	0	4.746290e-01	3.500357e-01	5.817139e-01	3.427560e-01	3.451568e-02	1.850741e-01	1.386363e-01	1.117465e-01	8.416121e-01	5.121726e-01	3.219929e-01	0
SOHLH2	2.521317e-01	0	8.647875e-01	5.666161e-02	0	3.650132e-01	0	4.769471e-01	1.801482e-01	6.603612e-01	6.443945e-01	7.645306e-02	2.150730e-01	3.863192e-01	0	0
SOLH	6.871342e-01	6.039629e-01	6.608862e-01	8.997389e-01	1.428973e+00	9.943205e-01	1.509316e+00	1.104796e+00	4.500364e-01	6.702285e-02	9.173483e-03	5.846068e-01	4.657125e-01	2.697579e-01	1.264451e+00	9.062592e-01
SON	1.024087e+00	1.047261e+00	1.212458e+00	9.973308e-01	5.461151e-01	4.755324e-01	9.229346e-01	1.724100e+00	9.237559e-01	5.004727e-01	9.101167e-01	2.452986e-01	1.023081e+00	8.046012e-01	1.342137e+00	8.806341e-01
SORBS1	1.667723e+00	6.128828e-01	1.836243e+00	8.987486e-01	7.917413e-01	6.875105e-01	9.669857e-01	0	9.463050e-01	7.577218e-01	2.669738e+00	8.963542e-01	2.331627e-01	7.558163e-01	7.753417e-01	6.029949e-01
SORBS2	1.739211e+00	4.318155e-01	7.788363e-01	2.040755e+00	0	5.539036e-01	7.910358e-01	0	1.097733e+00	8.365339e-01	1.775339e+00	4.904406e-01	1.579880e+00	1.836756e+00	9.367900e-01	6.027784e-01
SORBS3	1.191022e+00	1.207109e+00	8.448621e-01	6.635041e-01	2.744751e+00	6.102858e-01	1.363628e+00	1.153685e+00	1.287580e+00	1.184891e+00	1.195065e+00	2.417998e-01	1.268861e+00	4.820919e-01	9.329870e-01	7.109714e-01
SORCS1	1.810951e-01	5.672117e-01	5.516653e-01	4.519411e-01	0	1.751373e+00	7.467968e-01	0	7.032769e-02	0	2.403939e+00	1.607502e-01	6.630801e-01	1.680462e-01	8.856477e-01	2.017884e+00
SORCS2	6.626177e-01	1.217146e+00	8.099445e-01	0	0	0	8.938621e-02	7.080238e-01	7.276994e-01	2.568642e+00	2.236781e+00	0	8.695390e-01	4.173661e-01	5.967387e-02	4.629763e-01
SORCS3	2.080902e-01	7.382258e-01	5.304140e-01	3.551124e-02	0	0	9.563765e-01	5.846262e-01	1.779673e-01	3.845531e-01	1.797887e+00	0	2.771057e-01	5.105350e-03	1.298070e+00	7.945163e-01
SORD	1.946380e+00	2.389061e-01	6.014114e-01	8.701606e-01	0	8.882895e-01	9.279853e-01	2.158688e+00	5.215969e-01	6.046287e-01	2.116683e-01	1.986205e+00	1.378676e+00	1.002617e+00	7.838421e-01	1.032439e+00
SORL1	1.524604e+00	1.619993e+00	4.719535e-01	1.132601e+00	1.326261e+00	1.016616e+00	1.761927e+00	1.504921e+00	1.354190e+00	8.536698e-01	7.154301e-01	1.549415e+00	1.696979e+00	1.893383e+00	1.706393e+00	1.309241e+00
SORT1	9.149401e-01	2.083623e-01	1.925412e+00	9.049385e-01	1.396405e+00	8.323231e-01	1.007248e+00	1.277683e+00	1.082238e+00	5.218301e-01	1.059488e+00	7.707541e-01	9.020868e-01	5.209563e-01	3.989133e-01	8.770325e-01
SOS1	7.430145e-01	1.260790e-01	5.019022e-01	2.152964e-01	2.449691e-01	1.894877e+00	7.634980e-01	2.010033e-01	1.553607e-01	3.068483e-01	1.316487e-01	1.847379e-01	3.131601e-01	5.596118e-02	3.730092e-01	1.059678e+00
SOS2	1.139719e+00	1.113561e+00	1.633737e+00	9.556731e-01	5.289055e-01	2.581252e-01	7.691516e-01	1.330374e+00	1.125779e+00	4.713736e-01	1.174911e+00	4.726190e-01	1.153916e+00	1.041692e+00	8.141249e-01	3.093288e-01
SOST	1.117888e-01	3.433949e-01	3.635098e-01	0	0	1.570357e+00	4.343473e-01	1.003357e-01	5.148676e-01	1.046653e+00	5.180430e-01	0	5.596288e-01	5.409965e-01	0	0
SOSTDC1	9.894048e-02	2.848574e-01	3.023239e-01	0	0	9.850199e-01	0	5.467341e-01	1.982356e+00	0	6.799538e-01	1.188687e+00	3.798615e-01	9.924524e-01	0	2.749031e-01
SOX1	1.002733e+00	1.024869e+00	6.763989e-01	9.154718e-01	5.346216e+00	8.470323e-01	1.417871e+00	9.721584e-01	5.599626e-01	1.293255e-01	2.909821e-01	4.784105e-01	6.151849e-01	1.733821e-01	0	9.480164e-01
SOX10	4.502485e-01	1.190430e-01	4.495253e-01	5.930757e-01	7.867232e-01	1.969771e+00	7.410318e-01	1.563022e-01	2.079425e-01	2.645444e-01	8.752209e-01	2.100804e-01	4.067205e-01	3.728417e-01	5.303543e-01	2.443758e-01
SOX11	5.273252e-01	0	6.559534e-01	4.383060e-01	1.840854e-01	0	1.202916e+00	8.778344e-01	0	1.830409e+00	3.025085e-01	0	0	0	1.047095e+00	0
SOX12	5.066481e-01	1.432931e-01	4.733323e-01	4.561592e-01	6.047890e-01	1.103490e+00	6.241216e-01	7.976311e-01	3.722218e-01	4.487762e-01	1.913890e-01	0	5.644033e-01	1.029667e-01	9.938459e-01	5.330006e-01
SOX13	8.269885e-01	4.907717e-01	5.167910e-01	7.486148e-01	5.713687e-01	2.162217e-01	9.817464e-01	7.693166e-01	1.173266e+00	0	1.065999e+00	9.076270e-01	9.160719e-01	1.721259e+00	1.378126e+00	6.213466e-01
SOX14	1.552301e-01	2.379213e-01	4.672359e-01	3.596278e-03	1.175034e-01	1.850705e-01	3.328519e-01	2.760920e-01	1.886464e-01	7.556983e-02	4.214915e-02	9.757351e-03	2.688242e-01	3.283499e-01	0	0
SOX15	4.464967e-01	4.764441e-01	1.456266e-01	3.424417e-01	1.892433e+00	1.064142e+00	1.391298e+00	4.491501e-02	1.381362e-01	0	0	0	2.225337e-01	3.715360e-01	1.868320e-01	1.814443e+00
SOX17	1.036902e+00	1.650930e+00	1.275507e+00	9.264420e-01	4.411538e+00	3.165122e-01	1.170450e+00	8.573615e-01	1.349751e+00	7.643673e-01	1.646128e+00	5.231167e-01	3.958194e-01	0	2.096999e-01	4.367214e-01
SOX18	1.032541e+00	1.004333e+00	9.357644e-01	8.285870e-01	4.355757e+00	1.119905e+00	1.165376e+00	1.357262e+00	7.180793e-01	1.304058e-01	6.894083e-01	2.322544e-01	4.719297e-01	1.734247e-01	1.860113e-01	1.435516e+00
SOX2	6.215258e-01	2.259354e-01	5.148132e-01	3.011334e-01	8.266178e-01	7.923242e-01	1.031911e+00	7.699277e-01	1.181552e+00	0	1.954283e+00	1.112883e+00	5.824140e-01	1.215203e+00	6.488601e-01	1.113710e+00
SOX21	4.033593e-01	3.208671e-02	1.082911e-01	9.669346e-01	1.112479e+00	1.650116e+00	1.017656e+00	7.062349e-01	1.730258e-01	1.887078e-01	9.952638e-02	6.710632e-01	2.530924e-02	6.512236e-01	6.462647e-01	2.176389e+00
SOX2OT	1.679886e-01	0	0	0	0	0	4.687546e-01	6.790744e-01	3.906355e-01	0	1.799713e+00	1.181763e-01	6.698127e-01	5.663400e-01	3.373170e-01	0
SOX3	9.941430e-01	8.718251e-01	8.551610e-01	9.329511e-01	5.189722e+00	1.169410e+00	1.594569e+00	8.065817e-01	5.120785e-01	9.758787e-02	3.136752e-01	3.288746e-01	4.044340e-01	3.634928e-01	7.362597e-02	1.181486e+00
SOX30	5.298491e-01	1.357459e-01	6.500123e-01	1.853995e+00	1.004474e+00	1.596839e+00	9.058124e-02	3.439578e-01	2.035639e-01	0	1.634486e-01	3.411873e-01	4.304574e-01	7.315913e-01	0	0
SOX4	1.049843e+00	1.000766e+00	1.169660e+00	1.201448e+00	1.122876e+00	1.358977e+00	1.623545e+00	1.140172e+00	1.005683e+00	1.363212e+00	8.954873e-01	1.491985e+00	1.044179e+00	1.945680e+00	1.278839e+00	1.322237e+00
SOX5	1.039531e+00	4.992191e-01	3.732938e-01	1.936387e-02	0	5.675464e-02	6.799203e-01	3.481639e-01	6.990510e-01	5.197969e-01	1.025374e+00	0	1.133343e+00	1.022062e-01	6.421649e-01	2.755815e-01
SOX6	4.302828e-01	1.284148e-01	3.470963e-01	4.690594e-01	0	0	3.122075e-01	1.472020e-01	1.653970e-01	2.543143e-01	1.835102e-01	0	1.004412e+00	2.219442e-01	6.284906e-01	0
SOX7	4.971349e-01	9.400835e-01	1.112890e+00	1.113122e-01	5.357028e-01	3.220860e-02	4.731885e-01	6.263003e-01	1.468758e+00	0	1.116359e+00	0	1.134909e-01	1.269542e+00	0	4.437004e-01
SOX8	8.702380e-01	1.015683e+00	9.804011e-01	9.665837e-01	3.970003e+00	1.404714e+00	1.332536e+00	1.084849e+00	4.508876e-01	3.044656e-02	7.841288e-01	2.535902e-01	4.522044e-01	2.280131e-01	8.336682e-01	1.485140e+00
SOX9	5.045550e-01	0	2.813727e-01	1.603036e+00	0	1.322995e+00	9.353949e-01	1.087050e+00	4.029489e-01	7.823793e-01	2.454480e-01	2.799783e+00	9.371547e-01	2.605907e+00	5.212363e-01	5.943212e-01
SP1	9.700776e-01	4.922845e-01	8.439026e-01	6.046933e-01	4.922535e-01	9.093636e-01	1.308611e+00	1.138821e+00	6.405742e-01	6.394037e-01	2.469457e-01	1.118189e+00	5.265618e-01	1.174492e+00	1.143281e+00	9.619594e-01
SP100	8.698813e-01	1.000671e+00	9.166951e-01	9.684629e-01	1.439744e+00	1.324507e+00	1.516793e+00	1.300591e+00	8.028224e-01	5.346125e-01	7.423675e-01	4.230210e-01	6.361584e-01	7.843392e-01	1.473572e+00	1.237762e+00
SP110	8.059624e-01	1.670495e+00	1.105970e+00	7.257884e-01	5.872161e-01	7.241369e-01	9.589063e-01	1.999903e+00	1.202364e+00	1.005079e+00	9.841309e-01	4.812732e-01	7.375998e-01	1.257368e+00	8.653581e-01	7.536923e-01
SP140	5.758536e-01	1.649134e+00	5.988395e-01	2.969444e-01	1.159001e+00	1.241589e+00	2.001142e+00	6.772127e-01	5.380166e-01	4.716021e-01	2.525696e-01	1.371543e-01	1.437949e-01	5.948061e-01	1.330748e+00	8.226848e-01
SP140L	5.643919e-01	1.184867e+00	5.407985e-01	4.711097e-02	2.678644e-01	0	1.460620e+00	9.691621e-01	3.434310e-01	1.053883e-01	0	1.654213e-01	1.172942e-01	4.813081e-01	9.726833e-01	0
SP2	5.325767e-01	6.813970e-01	6.782124e-01	3.958930e-01	7.381396e-01	0	5.937639e-01	1.104692e+00	5.213719e-01	0	4.019680e-01	2.591638e-01	3.812306e-01	3.492077e-01	3.534290e-01	3.483885e-01
SP3	9.581472e-01	9.640901e-01	9.717064e-01	9.074369e-01	1.638637e+00	9.204610e-01	1.047322e+00	1.577373e+00	8.557543e-01	2.982462e-01	7.549772e-01	4.852111e-01	7.123194e-01	8.256986e-01	5.306076e-01	1.228045e+00
SP3P	6.339930e-01	8.633189e-01	6.149762e-01	4.039485e-01	1.027749e+00	0	6.084243e-01	1.454741e+00	6.862094e-01	2.581155e-01	4.285010e-01	6.543736e-01	4.225833e-01	7.961169e-01	4.025440e-01	0
SP4	4.061488e-01	4.576670e-01	2.848641e-01	4.408983e-01	7.401264e-01	5.481547e-01	3.023190e-01	8.296293e-01	2.333529e-01	5.153783e-02	3.026463e-01	0	2.130189e-01	3.061230e-01	1.058956e-01	0
SP5	1.091260e+00	6.536206e-01	7.138753e-01	7.183509e-01	3.877936e+00	6.919289e-01	1.150666e+00	1.040038e+00	7.359328e-01	1.387193e-01	5.908821e-01	1.548554e+00	9.277755e-01	8.879335e-02	8.508997e-01	5.209050e-01
SP7	1.067254e-02	0	0	0	0	1.927131e+00	3.609980e-02	0	0	1.850136e-01	0	2.330389e-01	7.526915e-02	3.666541e-01	0	0
SP8	2.787016e-01	0	1.630602e-01	8.964369e-02	0	4.289348e-01	4.132788e-01	7.417000e-01	0	0	1.444995e-01	0	3.524626e-01	3.489907e-01	4.077401e-02	6.566187e-01
SPA17	7.808704e-01	1.034352e-01	6.218740e-01	7.892989e-01	7.449126e-01	1.251178e+00	1.063838e+00	2.298085e+00	1.273390e+00	7.166264e-01	8.583807e-01	7.446778e-01	1.268097e+00	1.061901e+00	6.105414e-01	1.111550e+00
SPACA1	3.370997e-01	0	6.429137e-01	4.555665e-01	0	1.174728e+00	7.318242e-01	8.474613e-01	2.361839e-01	4.496946e-02	3.623073e-01	0	2.937072e-01	2.539780e-01	7.564725e-01	2.687130e+00
SPACA3	3.166137e-01	2.453511e-01	1.552746e-01	2.535870e+00	2.166791e+00	1.512830e+00	1.547279e+00	6.400725e-01	2.654756e-01	0	7.590337e-01	2.991485e-01	0	2.710475e-01	1.738981e+00	2.435585e+00
SPACA4	3.233893e-01	3.632802e-02	4.366557e-01	6.490834e-01	9.574950e-02	5.439690e-01	5.768278e-01	6.167378e-01	3.319480e-01	2.405482e-01	1.945046e-01	2.426430e-01	3.696740e-02	1.205925e-01	7.274261e-01	9.731204e-01
SPACA5	3.470407e-01	2.416188e-01	3.835502e-01	3.571251e-01	0	1.062240e+00	4.211346e-01	2.949769e-01	4.570441e-01	2.020192e-01	3.693897e-01	4.340223e-01	4.460661e-01	8.133268e-02	5.784427e-01	0
SPAG1	1.573886e-01	6.128076e-02	2.651708e-02	3.059739e-01	0	0	0	1.937375e+00	5.365023e-01	1.018112e-01	6.633587e-02	6.439567e-01	4.259392e-01	1.031579e+00	1.281305e-01	0
SPAG11B	1.827511e-01	8.361860e-02	3.604967e-01	3.917192e-01	2.355369e-01	8.901261e-01	3.134530e-01	5.224276e-01	1.081031e-01	0	1.339154e-01	3.261919e-02	2.468072e-02	1.895476e-01	3.493599e-01	7.131056e-01
SPAG16	7.047204e-01	1.827404e-01	6.514258e-01	8.031351e-01	0	9.455894e-02	6.444308e-01	1.612000e+00	8.263441e-01	4.761342e-01	9.393007e-01	4.947421e-01	2.300478e+00	1.232728e+00	5.137662e-01	3.705608e-01
SPAG17	6.735504e-02	0	1.068557e-01	6.975019e-01	0	6.891602e-01	8.390795e-01	0	1.524493e+00	1.097450e+00	0	1.440728e-01	0	1.174823e+00	1.889976e+00	6.390221e-01
SPAG4	8.901893e-01	1.081407e+00	3.377244e-01	2.036231e+00	2.081135e+00	1.136363e+00	1.634795e+00	1.329761e+00	3.290431e-01	9.557125e-01	5.156190e-01	4.081654e-01	3.761284e-01	1.235254e+00	1.867244e+00	1.474485e+00
SPAG4L	4.576166e-01	2.484798e-01	4.109725e-01	1.347406e-01	1.096311e+00	7.623151e-01	5.420634e-01	4.487176e-01	2.257868e-01	0	3.357283e-01	4.289481e-02	2.526320e-01	6.717193e-01	0	3.089587e-01
SPAG5	9.922946e-01	5.645879e-01	4.628266e-01	6.425942e-01	1.185099e+00	1.170741e+00	1.472506e+00	2.613575e+00	4.218228e-01	3.394111e-01	9.372345e-02	3.803612e-01	4.604464e-01	4.610706e-01	1.938174e+00	1.203638e+00
SPAG6	1.259150e-01	2.591107e-01	2.506396e-01	2.875555e-02	0	3.644265e-01	5.790557e-02	1.112514e-01	2.075730e+00	1.397521e-01	1.942428e-01	4.713327e-01	2.065616e+00	7.921776e-01	2.817278e-01	0
SPAG7	1.022861e+00	1.050346e+00	1.611166e+00	1.094472e+00	1.486585e+00	3.450084e-01	5.076396e-01	1.852724e+00	1.087585e+00	6.070123e-01	1.225984e+00	5.656131e-01	1.122490e+00	1.059765e+00	4.540281e-01	4.436524e-01
SPAG8	2.192580e-01	2.398020e-01	0	8.581324e-01	0	0	1.696356e+00	3.951855e-01	1.779202e+00	1.057849e+00	4.424649e-01	0	1.356987e+00	0	5.528364e+00	0
SPAG9	7.173986e-01	3.718251e-01	1.327317e+00	7.988849e-01	3.815594e-01	5.421649e-01	8.893937e-01	1.832331e+00	7.091040e-01	5.894435e-01	1.030872e+00	4.527322e-02	6.004009e-01	6.429618e-01	1.070601e+00	9.932838e-01
SPAM1	1.223035e-01	3.282229e-01	3.626254e-01	3.063503e-01	4.078656e-01	7.303175e-01	2.479837e-01	2.520908e-01	1.513889e-01	2.647742e-02	1.302193e-01	4.087213e-01	3.898944e-01	3.727911e-01	0	0
SPANXA1	9.856128e-01	8.749186e-02	6.764652e-01	9.255812e-01	1.568997e+00	2.756361e-01	1.670440e+00	1.480999e+00	4.023913e-01	2.610665e-01	6.456067e-01	0	0	2.773750e-01	1.587139e+00	4.786115e-01
SPANXB2	8.879354e-01	0	7.662262e-01	8.851580e-01	0	5.035599e-01	1.772891e+00	1.453815e+00	1.104252e-01	0	5.218462e-01	0	4.726996e-02	1.569680e-01	1.246158e+00	1.051117e+00
SPANXD	9.319165e-01	1.147528e-01	5.162501e-01	1.041135e+00	2.309735e+00	0	1.389830e+00	1.435294e+00	3.694598e-01	2.983208e-01	6.082317e-01	0	1.494739e-01	2.251141e-01	1.619761e+00	0
SPANXN3	3.898275e-01	2.302750e-01	6.611758e-01	9.099138e-02	3.768212e-01	0	5.647226e-01	2.480222e-01	2.330825e-02	4.979684e-01	1.844808e-01	1.864048e-01	0	3.218693e-01	1.862802e-01	0
SPARC	1.231200e+00	1.791322e+00	1.557840e+00	1.071861e+00	1.564080e+00	1.175697e+00	1.424276e+00	1.243797e+00	1.432919e+00	3.621164e+00	1.812523e+00	1.299454e+00	1.246729e+00	1.536973e-01	1.246824e+00	1.057038e+00
SPARCL1	1.098466e+00	3.036827e+00	2.313115e+00	1.950440e+00	0	7.571793e-01	1.533320e+00	0	2.318550e+00	3.462983e+00	3.247394e+00	3.169699e+00	1.190218e+00	1.064375e-01	1.696965e+00	5.195964e-01
SPAST	8.539056e-01	8.375805e-01	1.375341e+00	6.408924e-01	0	5.780859e-01	0	1.893880e+00	7.783394e-01	1.277272e-01	7.566752e-01	4.341459e-01	1.047941e+00	1.075645e+00	0	1.342268e-01
SPATA1	2.970066e-01	0	3.264181e-01	9.412397e-01	0	2.847215e+00	4.706123e-01	8.465257e-01	3.544144e-01	1.575812e-01	7.294526e-01	0	1.299435e-02	2.758850e-01	8.576513e-01	3.800977e+00
SPATA12	1.520842e-01	0	3.269599e-01	8.015367e-01	0	2.161269e+00	6.247619e-01	9.909258e-01	4.949868e-02	0	3.472124e-01	0	0	1.125785e-02	2.075570e-01	2.993280e+00
SPATA13	8.023082e-01	1.129989e+00	4.821436e-01	1.359396e+00	1.926878e+00	3.123198e-01	7.271937e-01	5.073157e-01	1.056277e+00	4.583761e-01	4.344326e-01	1.362394e+00	4.967285e-01	7.655426e-01	8.553145e-01	0
SPATA16	8.016672e-02	4.304974e-01	1.578402e-01	4.299501e-01	0	1.431943e+00	2.815971e-01	3.926163e-01	5.875863e-02	0	1.453395e-01	1.730708e-01	4.338524e-01	1.593654e-01	9.518995e-01	8.108985e-01
SPATA17	3.269955e-01	0	4.015650e-01	5.175403e-01	0	4.734549e-02	6.850062e-02	7.647703e-01	1.434255e+00	7.567720e-01	4.930004e-01	0	1.117027e+00	2.114083e+00	3.546111e-01	0
SPATA18	7.867131e-01	1.050634e-01	5.887199e-01	6.373391e-01	0	1.491362e+00	3.995383e-01	3.645185e-01	1.111998e+00	6.095845e-01	9.291784e-01	7.134862e-01	8.493352e-01	6.105408e-01	6.777061e-01	2.332025e+00
SPATA19	1.471823e-01	2.230264e-01	5.542058e-01	2.806106e-01	2.511820e-01	5.500667e-01	5.504159e-01	8.090790e-01	1.928025e-01	0	5.200644e-02	5.429853e-02	2.354875e-02	3.445000e-01	3.073234e-01	7.505940e-01
SPATA2	5.101442e-01	3.631169e-01	8.188474e-01	1.080115e+00	0	5.764418e-01	3.057010e-01	1.161856e+00	3.869562e-01	0	4.908952e-01	7.569522e-01	3.984350e-01	5.490059e-01	8.494480e-01	1.238285e+00
