geneID	D13.3_CAR-HPX	D15.6_CHAN-INTERFERON-PRODUCING-DENDRITIC-CELL	D16.14_GNF2-TTN	D12.9_GNF2-SERPINI2	D25.2_SCHLOSSER-MYC-AND-SERUM-RESPONSE-SYNERGY	D17.2_REACTOME-OLFACTORY-SIGNALING-PATHWAY	D11.5_JIANG-CORE-DUPLICON-GENES	D16.2_FINETTI-BREAST-CANCER-KINOME-RED	D13.11_NAKAMURA-LUNG-CANCER-DIFFERENTIATION-MARKERS	D15.7_FARMER-BREAST-CANCER-CLUSTER-5	D18.12_NIELSEN-LEIOMYOSARCOMA-CNN1-UP	D20.17_XENOBIOTIC-METABOLIC-PROCESS	D22.17_GNF2-TM4SF2	D20.11_GNF2-CDH3	D16.10_JIANG-CORE-DUPLICON-GENES	D22.4_REACTOME-OLFACTORY-SIGNALING-PATHWAY
ACAD10	7.413652e-01	5.024135e-01	3.390720e-01	5.928283e-01	2.418939e+00	5.749301e-01	1.247000e+00	8.914247e-01	2.808554e-01	2.755199e-01	1.146148e-01	2.783343e-01	4.725954e-01	1.225556e-02	7.213952e-01	7.607516e-01
ACAD11	1.765945e+00	4.054101e-01	8.177473e-02	1.096499e+00	0	0	8.205950e-01	1.501296e+00	6.926246e-01	6.259881e-01	1.114820e+00	0	7.248107e-01	0	3.257107e+00	0
ACAD8	1.186725e+00	6.363301e-01	1.051036e+00	1.136052e+00	0	6.204841e-01	4.867393e-01	1.601460e+00	9.245663e-01	4.254950e-01	8.092945e-01	7.215475e-01	8.117649e-01	5.164675e-01	1.422356e+00	3.492845e-01
ACAD9	1.008889e+00	6.774407e-01	1.209726e+00	1.297021e+00	1.351909e+00	1.229143e+00	1.017537e+00	1.885321e+00	8.798986e-01	6.691900e-01	9.961860e-01	4.143411e-01	1.027011e+00	7.278464e-01	1.052179e+00	1.061143e+00
ACADL	1.465662e+00	0	1.885416e+00	2.688586e+00	0	0	0	1.586459e-01	1.262897e+00	0	1.240516e+00	0	0	0	5.591622e-01	0
ACADM	1.708669e+00	9.383982e-01	1.836672e+00	1.220042e+00	0	5.934840e-01	2.432056e-01	2.405729e+00	9.657390e-01	2.590505e-02	1.443100e+00	5.913182e-01	9.259957e-01	3.019456e-01	3.514889e-01	8.550234e-01
ACADS	1.776392e+00	6.584127e-01	1.806254e+00	1.219498e+00	1.063139e+00	4.775671e-02	1.431850e-01	7.963033e-01	7.075114e-01	5.536095e-02	7.924917e-01	1.914033e+00	6.010049e-01	5.417914e-01	0	3.276970e-01
ACADSB	2.131335e+00	4.264272e-01	9.512415e-01	9.181757e-01	0	1.528706e-01	3.946064e-01	2.085232e+00	7.239935e-01	0	1.060797e+00	6.672426e-01	7.088748e-01	0	9.522860e-01	5.277399e-01
ACADVL	1.608285e+00	1.217332e+00	1.738027e+00	1.440906e+00	2.124987e+00	1.327475e+00	1.689748e+00	1.485718e+00	1.237200e+00	7.974399e-01	9.973762e-01	8.191499e-01	1.299592e+00	8.331075e-01	1.918520e+00	1.353569e+00
ACAN	2.619779e-01	9.713157e-01	5.544951e-01	9.221516e-02	1.050920e+00	1.947754e+00	1.300136e+00	0	4.989606e-01	1.588196e+00	1.932884e+00	7.598283e-01	2.715330e-01	1.709798e-01	4.043289e-01	1.054274e+00
ACAP1	5.449627e-01	1.534281e+00	8.031871e-01	7.810538e-01	1.302959e+00	7.910608e-01	1.070825e+00	2.580648e-01	6.731167e-01	1.768407e-01	5.034839e-01	0	5.683732e-01	2.085020e-01	1.399515e+00	9.817844e-01
ACAP2	9.098087e-01	1.264037e+00	6.786012e-01	5.596775e-01	1.325338e+00	2.651547e-01	7.366080e-01	1.739002e+00	1.071942e+00	7.563637e-01	8.753323e-01	5.263647e-01	9.486964e-01	1.005984e+00	5.054745e-01	5.793027e-01
ACAP3	5.441204e-01	5.858196e-01	5.530294e-01	5.501088e-01	1.974628e+00	1.509629e-01	1.006351e+00	5.441787e-01	4.114659e-01	4.062965e-01	1.999529e-01	1.698288e-01	7.997347e-01	4.714211e-01	9.776388e-01	2.398785e-01
ACAT1	1.759125e+00	8.116455e-01	1.839256e+00	1.360831e+00	1.036151e+00	8.948870e-01	6.752253e-01	2.465554e+00	1.065252e+00	3.750933e-01	1.483003e+00	4.446722e-01	1.227961e+00	3.117647e-01	7.086671e-01	1.212691e+00
ACAT2	1.428952e+00	6.452481e-01	8.079175e-01	1.054538e+00	4.661107e-01	9.900123e-01	9.984053e-01	2.753859e+00	1.008819e+00	3.038376e-01	7.767776e-01	6.093380e-01	1.104737e+00	4.761308e-01	1.191959e+00	1.159845e+00
ACBD3	1.174727e+00	1.087285e+00	1.449822e+00	1.033340e+00	1.423674e+00	5.197729e-01	7.138445e-01	1.582312e+00	1.052205e+00	7.233231e-01	9.812854e-01	9.447437e-01	1.192438e+00	1.546915e+00	4.989775e-01	7.077119e-01
ACBD4	1.046200e+00	6.947124e-01	4.053377e-01	1.035576e+00	5.796135e+00	5.276935e-01	1.218672e+00	8.998853e-01	3.944331e-01	0	3.918635e-01	0	1.538277e+00	3.623513e-02	1.300438e-01	1.187926e+00
ACBD5	1.211305e+00	4.279153e-01	1.209795e+00	7.313237e-01	1.025696e+00	2.549376e-01	1.049316e+00	1.386891e+00	4.801177e-01	5.780432e-01	2.610912e-01	1.504365e+00	7.093271e-01	7.755159e-01	2.356047e-01	3.313878e-01
ACBD6	9.601783e-01	9.098630e-01	1.174532e+00	1.007910e+00	5.683200e-01	1.289616e+00	1.182276e+00	2.263838e+00	9.821685e-01	8.218892e-01	1.213153e+00	4.614611e-01	1.201086e+00	1.147493e+00	1.111015e+00	1.572947e+00
ACBD7	3.774786e-01	1.400023e-01	1.873895e-01	7.242085e-01	0	2.977078e+00	1.850029e+00	9.029702e-01	3.104888e-01	1.662526e-01	5.059372e-01	5.754220e-02	2.659256e-01	0	2.492079e+00	3.328444e+00
ACCN1	4.514410e-01	1.639801e-01	4.317420e-01	9.068334e-02	2.842691e-01	3.155870e+00	4.426106e-01	5.085556e-01	3.095805e-01	3.401976e-01	4.178980e-01	3.861688e-01	8.298072e-01	4.346627e-01	1.318465e-01	7.860002e-01
ACCN2	3.713886e-01	3.028212e-01	2.362209e-01	1.340774e-01	5.118132e-01	3.575930e-01	1.387325e+00	2.214583e+00	4.833715e-01	8.692440e-01	1.458276e+00	2.337407e-01	1.245446e+00	1.983883e-01	1.281318e+00	8.536990e-01
ACCN3	6.660684e-01	4.691944e-01	5.743837e-01	6.336576e-01	1.455721e+00	0	7.850811e-01	5.452372e-01	3.424564e-01	0	0	1.025984e-01	4.423115e-01	3.062367e-01	8.337537e-01	0
ACCN4	4.692126e-01	5.292461e-01	6.611608e-01	4.109433e-02	1.946913e+00	3.675240e-01	8.593558e-01	4.377806e-01	4.343766e-01	1.183304e-01	0	2.054928e-01	5.707074e-01	5.138898e-01	0	0
ACCN5	4.708691e-02	0	8.714484e-02	1.863616e-01	0	1.138142e+00	2.311225e-01	6.082010e-01	2.443116e-01	1.198553e-01	4.776374e-01	4.406303e-01	1.134674e-02	1.275541e-01	6.802787e-01	1.718603e+00
ACCS	9.676634e-01	6.405647e-01	1.334067e-01	9.754220e-01	5.701068e-01	1.185876e+00	1.051650e+00	9.613253e-01	8.477646e-01	1.005310e+00	7.068466e-01	5.989670e-01	8.196913e-01	0	2.387489e+00	4.055653e-01
ACD	7.088671e-01	7.523037e-01	6.305258e-01	7.793022e-01	2.034341e+00	1.119769e+00	1.406461e+00	1.625462e+00	7.373851e-01	5.794096e-01	5.814713e-01	1.974714e-01	9.489201e-01	6.179765e-01	1.319488e+00	8.251398e-01
ACE	4.462306e-01	4.928240e-01	5.173839e-01	3.815293e-01	2.192683e+00	3.048534e-01	6.345132e-01	6.695825e-01	4.876958e-01	8.608700e-02	1.618906e-02	5.465874e-01	3.742803e-01	1.616389e-01	0	0
ACE2	1.396996e+00	2.025757e-01	1.035823e+00	1.027001e+00	0	9.955544e-01	1.132099e-01	3.751521e-01	1.165114e+00	0	2.003801e+00	3.595909e+00	2.034041e+00	6.366427e-01	9.553746e-02	1.109197e+00
ACER1	3.450413e-01	5.198634e-02	3.297919e-01	8.792332e-01	4.785856e-01	2.588396e+00	7.021149e-01	5.975199e-01	2.559424e-01	1.982830e-01	3.989289e-01	1.090137e-01	4.404336e-02	0	5.102876e-01	2.878196e+00
ACER3	4.475718e-01	5.040638e-01	5.667783e-01	2.937951e-01	0	3.810429e-01	1.959333e-01	2.079224e+00	7.816685e-01	2.969648e-01	5.824840e-01	7.953073e-01	4.927788e-01	7.989753e-01	0	1.000153e+00
ACHE	4.315992e-01	3.715449e-01	7.912646e-01	1.967175e+00	3.072727e+00	1.406208e+00	1.001979e+00	1.082656e-01	3.667803e-01	3.144388e-01	2.399259e-01	7.979384e-01	1.549961e-01	7.133036e-01	5.688611e-01	6.141158e-01
ACIN1	6.568149e-01	5.713760e-01	4.841486e-01	6.743025e-01	3.018722e+00	1.195035e+00	2.300174e+00	4.386828e-01	4.213025e-01	3.344811e-01	1.823072e-01	4.065770e-01	4.375083e-01	3.349228e-02	1.239919e+00	7.027360e-01
ACLY	8.551668e-01	8.101601e-01	7.463722e-01	6.480959e-01	1.340868e+00	8.452949e-01	1.113927e+00	1.978974e+00	8.395449e-01	5.760081e-01	7.514591e-01	4.315659e-01	1.493660e+00	4.684991e-01	7.835810e-01	6.956924e-01
ACMSD	3.641367e+00	0	1.355500e-01	1.348825e-01	0	0	0	0	0	0	0	1.956809e+00	3.091514e+00	3.122146e-01	1.085658e-01	0
ACN9	1.217980e+00	9.910927e-01	1.566040e+00	1.381407e+00	1.101520e+00	8.005949e-01	4.574636e-01	2.191733e+00	1.034581e+00	9.307514e-02	1.021772e+00	9.888459e-01	1.177874e+00	1.150941e+00	4.931293e-01	1.046426e+00
ACO1	1.665271e+00	8.582715e-01	1.265083e+00	1.136003e+00	1.683662e+00	1.102438e+00	1.078857e+00	1.643287e+00	9.840290e-01	5.892726e-01	1.163473e+00	7.335453e-01	1.058899e+00	4.564185e-01	6.769750e-01	1.182029e+00
ACO2	1.275343e+00	1.133613e+00	1.849479e+00	1.163844e+00	1.843250e+00	1.082043e+00	1.152957e+00	1.935130e+00	1.071127e+00	6.860139e-01	1.073441e+00	9.366593e-01	1.101983e+00	7.554979e-01	9.265300e-01	1.205906e+00
ACOT1	1.692030e+00	9.927168e-01	1.575867e+00	9.422783e-01	9.001296e-01	1.106293e+00	8.892969e-01	2.211675e+00	1.214848e+00	1.088263e+00	1.341552e+00	7.380821e-01	1.207863e+00	2.084406e-01	7.335258e-01	9.642618e-01
ACOT11	5.451175e-01	6.220579e-02	9.167383e-01	8.095271e-01	3.018812e-01	8.309660e-01	1.162222e+00	5.514074e-01	4.389312e-01	7.021437e-01	2.856223e-01	2.383079e+00	9.119822e-01	1.624878e+00	1.026339e+00	7.691870e-01
ACOT12	1.590359e+00	0	0	3.645805e-01	0	2.592015e+00	0	7.932534e-01	1.688534e-01	3.242551e-01	2.973493e-01	0	0	0	7.692619e-01	2.957108e+00
ACOT2	1.513831e+00	8.636761e-01	1.454384e+00	8.481069e-01	7.674022e-01	8.677264e-01	6.396325e-01	2.052429e+00	1.056883e+00	1.004513e+00	1.273488e+00	6.704712e-01	9.635845e-01	1.618776e-01	4.341138e-01	1.163206e+00
ACOT4	1.616043e+00	5.375175e-01	5.378150e-01	7.686927e-01	0	3.350470e-01	0	1.639229e+00	8.841034e-01	6.526288e-01	1.926562e-01	1.284669e+00	9.293407e-01	1.753520e+00	0	0
ACOT7	7.724144e-01	7.472976e-01	6.708885e-01	4.140395e-01	2.068347e+00	7.048032e-01	1.037805e+00	2.445114e+00	7.216658e-01	7.527276e-01	6.923035e-01	1.178619e+00	9.454713e-01	6.186448e-01	5.451029e-01	7.073458e-01
ACOT8	1.065497e+00	7.551233e-01	1.318234e+00	8.387599e-01	2.073880e+00	6.899828e-01	8.272805e-01	1.433552e+00	7.675623e-01	2.921657e-01	4.571894e-01	1.083319e+00	1.013133e+00	9.778608e-01	2.298224e-01	6.332566e-01
ACOT9	8.919808e-01	7.290504e-01	1.444724e+00	9.456120e-01	1.020116e+00	8.973880e-01	9.519573e-01	2.298843e+00	1.045216e+00	1.176324e+00	1.044190e+00	3.738199e-01	5.977306e-01	9.415315e-01	1.109924e+00	7.199202e-01
ACOX1	1.476465e+00	4.587742e-01	9.307655e-01	1.204283e+00	1.649721e+00	4.852075e-01	8.712298e-01	1.225523e+00	7.190599e-01	4.606379e-01	5.525202e-01	1.397238e+00	4.696237e-01	8.315327e-01	5.900374e-01	7.148596e-01
ACOX2	2.094338e+00	1.048148e+00	1.489839e+00	1.117009e+00	0	3.630039e-01	6.112835e-01	1.328401e+00	1.281150e+00	9.656929e-01	2.317241e+00	1.804481e+00	9.956045e-01	0	1.226137e+00	8.546031e-01
ACOX3	1.154713e+00	8.059663e-01	8.117610e-01	8.446442e-01	7.424219e-01	4.653935e-01	6.675446e-01	1.491548e+00	8.885816e-01	7.124734e-01	9.072337e-01	7.451959e-01	3.703029e-01	2.588303e-01	6.550743e-01	6.134810e-01
ACOXL	9.980715e-02	3.839309e-01	2.423202e-01	2.658006e-01	0	0	6.595706e-02	2.112876e-01	7.343011e-01	0	1.822299e-02	2.106771e-01	9.411186e-01	9.770763e-01	2.940214e-01	0
ACP1	9.051034e-01	6.577452e-01	1.018928e+00	1.111332e+00	1.252585e+00	6.704761e-01	7.018676e-01	1.536863e+00	7.289435e-01	3.025145e-01	6.343820e-01	7.737419e-01	9.085058e-01	6.754028e-01	2.841665e-01	4.914506e-01
ACP2	8.845859e-01	1.029410e+00	4.821068e-01	8.929417e-01	2.063686e+00	0	6.458197e-02	1.268871e+00	7.151640e-01	3.988367e-01	3.350938e-01	4.154596e-01	6.838950e-01	6.676411e-01	0	0
ACP5	1.356803e+00	2.458759e+00	8.700657e-01	1.385667e+00	1.480716e+00	1.132309e+00	1.674332e+00	7.640142e-02	1.867590e+00	2.901807e+00	6.396629e-01	2.441423e+00	9.296895e-01	1.291655e+00	1.748667e+00	1.191775e+00
ACP6	6.285728e-01	3.796926e-01	7.291228e-01	7.793242e-01	3.219247e-03	4.063289e-01	0	1.694673e+00	6.016469e-01	0	6.421893e-01	2.110634e+00	8.275076e-01	1.685734e+00	2.234119e-01	5.716167e-01
ACPL2	6.224375e-01	1.095570e+00	9.651724e-01	1.271461e+00	1.089990e+00	6.586106e-01	6.625452e-01	1.685241e+00	1.019938e+00	1.282601e+00	1.172461e+00	9.530253e-01	8.863951e-01	1.156715e+00	9.269923e-01	4.365608e-01
ACPP	1.441779e-01	1.578213e-01	2.043276e-01	6.512494e-01	0	0	0	5.593410e-01	1.006294e+00	2.350093e-01	1.549681e-01	1.192471e+00	3.052478e+00	8.825740e-01	1.786475e-01	0
ACPT	3.269019e-01	4.755793e-02	2.147003e-01	4.776961e-01	1.309800e+00	2.600569e+00	8.412982e-01	2.320915e-01	1.610707e-01	2.419040e-01	2.257197e-01	1.264084e-01	1.157402e-01	0	4.012201e-01	9.243846e-01
ACR	4.694837e-01	1.716817e-01	8.910169e-01	6.284243e-01	3.040304e-01	1.592012e+00	1.045500e+00	4.054001e-01	3.747446e-01	1.079700e-01	7.071040e-01	5.126793e-02	9.248313e-02	2.826344e-01	9.359705e-01	2.110745e+00
ACRBP	8.858643e-01	1.323755e+00	4.644263e-01	8.374993e-01	1.660379e+00	3.652078e-01	5.088103e-01	1.812885e-01	1.232260e+00	7.100862e-01	8.184294e-02	4.124612e-01	9.042512e-01	5.299308e-02	6.787274e-01	0
ACRC	6.560004e-01	4.792160e-01	1.573079e+00	1.424915e+00	0	4.824298e-01	2.241850e+00	1.101095e+00	4.062414e-01	2.639342e-01	2.529108e-01	1.020216e-01	2.524261e-01	0	4.709939e+00	7.530410e-01
ACRV1	1.196018e-01	1.741102e-01	7.979696e-01	8.743179e-02	3.476802e-01	8.430436e-01	2.328264e-01	2.101659e-01	1.166170e-01	2.966303e-01	2.428597e-02	1.837501e-02	1.950960e-01	4.737324e-01	8.952737e-02	0
ACSBG1	2.270972e-01	2.606183e-01	4.258746e-01	1.851961e-01	3.355580e-02	0	4.066282e-01	3.028359e-01	7.349498e-01	0	4.197537e-01	5.322462e-02	5.770893e-01	7.010728e-01	2.700318e-01	0
ACSBG2	3.886722e-01	2.749693e-01	5.105089e-01	3.839234e-01	1.205234e+00	8.719521e-01	6.936285e-01	4.724971e-01	2.627119e-01	0	4.159198e-01	7.868317e-02	1.806709e-01	5.079473e-01	0	5.848531e-01
ACSF2	1.292534e+00	6.881700e-01	8.482546e-01	1.046127e+00	1.321051e-01	1.056004e+00	9.256788e-01	8.662845e-01	1.006676e+00	6.294353e-02	6.255494e-01	6.571616e-01	8.171414e-01	1.809511e+00	1.579735e+00	6.460228e-01
ACSF3	9.924679e-01	9.967472e-01	1.056374e+00	9.488804e-01	1.710143e+00	7.937669e-01	8.717391e-01	1.204165e+00	8.129151e-01	5.684911e-01	4.650240e-01	8.950606e-01	8.078253e-01	4.698654e-01	9.050383e-01	6.914018e-01
ACSL1	1.891546e+00	1.212147e+00	2.139592e+00	8.419198e-01	3.117953e-01	1.475030e+00	8.414744e-01	9.862069e-01	1.506526e+00	1.690251e+00	1.178573e+00	2.629534e-01	1.615251e+00	7.070781e-01	1.112242e+00	1.568530e+00
ACSL3	1.291399e+00	5.156409e-01	1.424162e+00	5.894237e-01	5.729549e-02	3.744776e-01	4.700180e-01	2.289761e+00	1.047040e+00	2.203251e-01	9.663100e-01	7.952361e-01	1.087715e+00	1.178436e+00	3.517190e-01	5.894552e-01
ACSL4	9.232789e-01	7.551010e-01	1.268469e+00	8.297164e-01	6.027029e-01	1.234236e+00	6.350116e-01	1.788279e+00	1.090686e+00	8.175667e-01	1.081094e+00	1.050337e-01	6.911669e-01	7.428657e-01	4.468632e-01	1.474771e+00
ACSL5	1.313000e+00	1.318549e+00	6.204706e-01	6.487643e-01	0	5.610648e-01	4.022904e-01	1.192312e+00	1.030461e+00	4.062948e-01	7.318745e-01	3.935306e+00	0	2.776417e+00	8.656101e-01	4.941893e-01
ACSL6	3.267663e-01	1.250362e+00	3.354723e-01	7.864790e-01	0	1.532557e-01	2.502828e-02	7.083817e-01	4.115020e-01	9.497803e-02	3.785694e-01	1.703013e-01	8.260427e-01	0	5.517597e-01	0
ACSM1	1.444837e+00	4.266436e-01	5.594553e-01	1.334666e+00	0	1.254099e-01	0	0	9.983063e-01	6.848169e-01	7.931817e-02	1.015530e+00	1.407902e+00	7.862802e-01	6.709548e-01	0
ACSM2A	3.021301e+00	5.556116e-01	3.000013e-01	8.866757e-01	1.497708e+00	2.420980e-01	4.650673e-01	2.989070e-01	1.189356e-01	2.080842e-01	5.122516e-01	1.891621e-01	0	3.481483e-01	1.799140e-01	2.775138e-01
ACSM2B	3.129551e+00	2.818148e-01	2.763867e-01	9.907199e-01	4.515517e-01	2.047869e+00	7.540807e-01	2.628719e-01	2.132354e-01	2.616549e-01	8.125589e-01	9.784319e-02	0	3.748537e-01	1.193845e+00	2.315787e+00
ACSM3	1.040052e+00	2.562798e-01	5.902331e-01	1.607626e+00	8.885626e-02	1.565657e+00	3.387874e-01	6.801836e-01	6.382940e-01	1.487250e-01	2.760104e-01	1.129035e+00	3.651790e-01	5.988793e-01	6.422854e-01	1.485014e+00
ACSM5	2.620654e+00	1.072034e+00	1.076452e+00	1.283736e-01	0	2.913547e-01	4.711758e-01	1.281623e-01	6.607526e-01	7.703938e-01	7.453480e-01	2.646743e-01	6.093079e-01	0	9.524276e-01	0
ACSS1	7.837571e-01	9.276817e-01	1.306368e+00	1.570189e+00	1.276232e+00	8.801004e-01	1.576843e+00	4.824579e-01	7.752141e-01	8.147648e-02	3.988791e-01	1.335427e+00	4.726930e-01	8.378897e-02	1.881785e+00	9.223812e-01
ACSS2	1.037470e+00	2.809367e-01	1.680803e+00	9.977874e-01	4.486288e-01	8.633337e-01	1.006430e+00	1.632576e+00	1.008418e+00	2.473713e-01	8.276136e-01	1.532364e+00	8.216693e-01	8.849261e-01	1.108480e+00	8.081963e-01
ACSS3	1.992921e+00	1.128412e+00	1.406607e+00	5.280566e-01	8.723674e-02	7.204301e-01	4.002003e-01	1.220330e-01	1.150200e+00	1.420259e+00	1.425207e+00	0	6.825850e-01	1.515495e-01	2.659547e-01	2.686241e-01
ACTA1	3.065929e-01	1.846823e-01	4.910561e+00	4.931571e-01	7.031205e-01	7.525773e-01	6.492090e-01	3.769604e-01	1.833179e-02	5.273145e-01	1.301759e+00	3.472978e-01	9.185140e-02	2.328163e-01	1.623937e-02	4.588173e-01
ACTA2	9.311817e-01	2.380262e+00	2.602227e+00	1.054727e+00	1.238469e+00	1.202785e+00	1.186274e+00	0	1.664116e+00	3.595500e+00	2.842278e+00	2.352262e+00	6.961565e-01	8.994060e-01	1.123179e+00	9.532858e-01
ACTB	1.212619e+00	1.270698e+00	1.392804e+00	8.865320e-01	7.995957e-01	1.640008e+00	1.541126e+00	2.192734e+00	1.255527e+00	1.333674e+00	1.188010e+00	7.285907e-01	1.389656e+00	1.018922e+00	1.290590e+00	1.529878e+00
ACTBL2	6.542656e-01	1.456794e+00	8.322463e-01	3.551037e-01	2.746708e+00	1.125106e+00	8.483567e-01	1.223506e+00	1.100909e+00	1.315373e+00	2.209947e+00	6.674646e-01	1.401307e-01	9.379513e-01	5.843300e-02	1.930141e+00
ACTC1	8.438453e-01	1.057612e+00	3.005348e+00	6.937211e-01	2.289636e+00	1.496608e+00	9.569472e-01	1.007095e+00	6.524968e-01	7.833763e-01	1.938772e+00	5.584396e-01	4.231296e-01	6.119141e-01	2.102891e-01	1.768665e+00
ACTG1	1.301219e+00	1.238701e+00	1.330125e+00	1.150550e+00	1.670533e+00	1.347803e+00	1.345315e+00	2.512384e+00	1.289328e+00	1.044565e+00	1.252062e+00	7.027055e-01	1.426177e+00	1.153107e+00	1.199893e+00	1.528622e+00
ACTG2	4.498542e-01	2.324887e+00	1.258513e+00	4.340814e-01	2.151341e+00	9.478485e-01	1.346628e+00	2.692390e-01	1.898845e+00	2.686243e+00	3.554772e+00	1.774245e+00	0	3.388042e-01	9.581685e-01	6.899568e-01
ACTL6A	9.758441e-01	8.829287e-01	1.009710e+00	9.965303e-01	1.719936e+00	1.246864e+00	1.180242e+00	2.352333e+00	9.877518e-01	5.988722e-01	8.000220e-01	7.801811e-01	1.105194e+00	1.104145e+00	1.056372e+00	1.171987e+00
ACTL6B	7.717039e-01	3.349497e-01	0	9.029508e-01	4.662591e+00	9.969446e-01	1.061567e+00	1.089070e-01	1.726142e-01	0	0	2.036263e-01	4.870455e-01	1.364777e-01	0	0
ACTL7A	5.078820e-01	5.217935e-01	5.074424e-01	0	8.368862e-01	2.178083e+00	5.996242e-01	1.203557e-01	1.493896e-01	3.748072e-01	3.578717e-01	2.282763e-01	3.220290e-01	0	0	5.045833e-01
ACTL7B	5.312464e-01	2.490924e-01	1.205350e+00	8.796767e-01	8.576300e-01	7.014025e-01	7.539441e-01	3.026498e-01	3.400986e-01	0	2.903245e-02	2.615203e-02	0	5.619474e-01	5.516287e-01	8.755493e-01
ACTL8	6.914795e-01	2.900807e-01	5.226816e-01	4.058784e-01	1.897012e+00	1.526572e-01	1.161984e+00	8.532036e-01	1.964250e-01	6.234656e-02	0	1.915974e-01	4.552709e-01	3.153527e-01	3.643835e-01	0
ACTN1	1.097056e+00	1.171400e+00	8.298626e-01	6.135735e-01	2.688470e+00	9.355942e-01	1.315262e+00	1.768105e+00	1.063285e+00	1.689215e+00	1.192660e+00	5.253092e-01	9.849988e-01	7.323452e-01	6.946256e-01	8.076647e-01
ACTN2	5.956286e-01	0	4.940183e+00	1.571003e+00	0	0	5.967743e-01	3.374142e-01	1.147165e+00	1.134830e+00	2.184199e+00	0	1.656277e-02	0	6.196992e-01	0
ACTN3	5.103737e-01	5.940425e-01	3.065301e+00	1.049540e-01	1.050473e+00	0	0	4.120982e-01	3.416286e-01	1.508969e+00	9.198662e-01	1.400294e-01	3.063921e-01	9.726250e-01	0	0
ACTN4	7.484196e-01	7.986605e-01	5.452631e-01	5.561649e-01	2.629904e+00	5.703206e-01	1.079979e+00	1.467463e+00	8.950758e-01	7.733932e-01	5.914691e-01	8.315242e-01	1.122672e+00	1.394607e+00	4.428675e-01	4.479954e-01
ACTR10	1.170799e+00	1.112155e+00	1.701801e+00	1.201091e+00	4.724044e-01	9.487795e-01	5.849815e-01	2.397176e+00	1.312501e+00	8.445040e-01	1.499188e+00	6.444081e-01	1.446272e+00	1.150253e+00	9.516156e-01	1.061064e+00
ACTR1A	8.325164e-01	9.217511e-01	1.600120e+00	7.593053e-01	1.392347e+00	9.550084e-01	7.494273e-01	1.908770e+00	1.028350e+00	9.009916e-01	1.009920e+00	4.539591e-01	1.020060e+00	5.763156e-01	1.402799e-01	8.945179e-01
ACTR1B	1.063053e+00	9.338287e-01	1.264467e+00	1.409895e+00	1.226776e+00	9.559428e-01	1.047207e+00	1.259390e+00	1.021058e+00	6.890904e-01	8.396487e-01	8.787364e-01	1.101082e+00	9.237887e-01	1.430617e+00	9.243689e-01
ACTR2	9.116031e-01	9.989763e-01	9.358070e-01	6.334856e-01	1.395693e+00	1.268204e-01	1.009305e+00	2.149049e+00	8.920768e-01	6.436714e-01	5.839508e-01	5.534004e-01	6.088160e-01	6.508570e-01	5.388146e-01	3.833393e-01
ACTR3	9.799763e-01	1.297873e+00	1.292340e+00	9.800493e-01	1.574529e+00	9.471774e-01	1.098062e+00	2.324336e+00	1.096001e+00	9.505004e-01	9.325704e-01	7.126797e-01	9.546788e-01	1.199387e+00	9.379556e-01	1.133893e+00
ACTR3B	1.248488e+00	4.987733e-01	1.382155e+00	1.380516e+00	0	5.652677e-01	5.860325e-01	1.983526e+00	8.822732e-01	0	6.437156e-01	6.486585e-01	1.717892e+00	8.173057e-01	1.048606e+00	6.072124e-01
ACTR5	5.816865e-01	4.619022e-01	8.234279e-01	9.282612e-01	1.185088e+00	8.050771e-01	1.171441e+00	1.537180e+00	5.470967e-01	5.244755e-01	4.457838e-01	5.930738e-01	5.526008e-01	6.831735e-01	2.226484e+00	3.900230e-01
ACTR6	1.215272e+00	1.223791e+00	1.493943e+00	1.007212e+00	9.330988e-01	5.933034e-01	6.841893e-01	2.240480e+00	1.224836e+00	5.865798e-01	1.300317e+00	7.325083e-01	1.412223e+00	1.120645e+00	8.340322e-01	6.998579e-01
ACTR8	7.388054e-01	7.013548e-01	1.200861e+00	7.038587e-01	0	7.553996e-01	5.694822e-01	1.976204e+00	7.659919e-01	6.682442e-01	1.033657e+00	2.382587e-01	9.080735e-01	5.846548e-01	6.192052e-01	1.038632e+00
ACTRT1	2.134700e-01	3.639823e-02	2.876949e+00	0	0	4.708164e-01	0	0	1.918871e-01	3.095347e-01	1.232372e+00	1.038548e-02	0	5.938358e-01	0	0
ACTRT2	4.848690e-01	4.243153e-01	4.267031e-01	8.368523e-01	1.144360e+00	1.340061e+00	8.685033e-01	1.981044e-01	2.727056e-01	2.757070e-01	0	2.055552e-01	2.917762e-01	3.808445e-01	4.115934e-01	1.007514e+00
ACVR1	9.078584e-01	8.314451e-01	1.101998e+00	4.725339e-01	0	6.609017e-01	2.200821e-01	1.775046e+00	1.067580e+00	1.498873e+00	1.356745e+00	8.968685e-01	1.177717e+00	1.243890e+00	4.161488e-01	4.200620e-01
ACVR1B	6.955024e-01	3.789492e-01	3.693323e-01	7.949757e-01	2.513090e+00	1.712741e+00	1.173404e+00	5.131139e-01	3.263625e-01	3.754709e-01	1.659554e-01	1.971028e-01	2.797679e-01	1.912427e-01	1.966821e-01	1.510929e+00
